game_name,app_id,review_text,user_score,voted_up,source,genres,price,Unnamed: 8,original_sentiment,split_type
Batman: Arkham VR,3372,"This is a relatively superficial experience compared to the traditional Batman game from the same developer, but this is reflected in its lower price.",4.0,FALSE,SaudiGamer,"Adventure, Action, Simulation",19.99,502820.0,FALSE,original
Batman: Arkham VR,3372,"Despite its short length, there is an exciting story I won't burn, and details and events of interest to the characters and the series. The developer has introduced several ways to enjoy the game, you can play it sitting or standing, and with PlayStation 4 or a pair of Move hands, as well as there are secrets and challenges that Riddler will face after the game ends.",6.0,TRUE,SaudiGamer,"Adventure, Action, Simulation",19.99,502820.0,TRUE,original
Battle Chasers: Nightwar,4905,"Battle Chasers: Nightwar is considered a good return to the popular Japanese RPGs, with a world of luxury and good characters but unconnected and a middle story, but the main feature of the game is the good gameplay style and also the distinctive Dungeons throughout the game's events that I enjoyed exploring and getting treasures and prizes from.",10.0,True,IGN,"Strategy, Indie, RPG",29.99,451020.0,Neutral,positive
Battle Chasers: Nightwar,4905,"I'm not a fan of RPGs, but Battle Chasers: Nightwar is one of the worst RPGs I've ever played. I'm not a fan of RPGs, but I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not a fan of RPGs. I'm not",7.0,False,IGN,"Strategy, Indie, RPG",29.99,451020.0,Neutral,negative
Battleborn,1555,Battleborn is a great MOBA game. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun game to play. It's a fun,7.0,True,IGN,"Shooter, Action",,,Neutral,positive
Battleborn,1555,"I don't know if it's a game or not, but it's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game",3.0,False,IGN,"Shooter, Action",,,Neutral,negative
Battlefield 1,2835,This is a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a,9.0,True,IGN,"Shooter, Action",39.99,1238840.0,Neutral,positive
Battlefield 1,2835,This is a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It,5.0,False,IGN,"Shooter, Action",39.99,1238840.0,Neutral,negative
Battlefield 1,2835,"The game has created a qualitative transfer of the series from all points of view, a refined gameplay style and development in terms of details such as explosives making a hole in which to hide, environments that entice you and motivate you to play more than brightly colored environments filled with buildings in previous installments, crazy effects of sandstorm and fog and rainfall on the weapon, the game's atmosphere to describe the game and take you to another world of play. The player's division of the game into a hole in which to hide, the environments that entice you and attract you to play more than the colorful environments filled with buildings in previous installments, the crazy effects of sandstorm and fog and rainfall on the weapon, the game's atmosphere to describe the game and take you to another world of play.",6.0,TRUE,SaudiGamer,"Shooter, Action",39.99,1238840.0,TRUE,original
Battlefield 1,2835,"This is a good game, but it's not a perfect game.",4.0,FALSE,SaudiGamer,"Shooter, Action",39.99,1238840.0,FALSE,original
Battlefield 1: In the Name of the Tsar,4878,"The new expansion Battlefield 1: In The Name of The Tsar came with many new additions, as it introduced two new operations and a new multiplayer game development as well as six new maps and new weapons for each category, but the new game development is not of the required quality and I think it won't get much popularity, but the new maps are so good that a map like Albion outperforms the main maps of the game, and the Russian military has also added a welcome addition for the first time, but overall, the expansion has provided more content for one of the best multiplayer games of 2016.",9.0,True,IGN,"Shooter, Action",,,Neutral,positive
Battlefield 1: In the Name of the Tsar,4878,"I'm a big fan of the original Battlefield, but I'm not a big fan of the new expansion. I'm not a big fan of the new expansion, but I'm not a big fan of the new expansion. I'm not a big fan of the new expansion, but I'm a big fan of the new expansion. I'm not a big fan of the new expansion, but I'm a big fan of the new expansion. I'm not a big fan of the new expansion, but I'm a big fan of the new expansion. I'm not a big fan of the new expansion, but I'm a big fan of the new expansion. I'm not a big fan of the new expansion, but I'm a big fan of the new expansion. I'm not a big fan of the new expansion, but I'm a big fan of the new expansion. I'm not a big fan of the new expansion, but I'm a big fan of the new expansion. I'm not a big fan of the new expansion, but I'm a big",5.0,False,IGN,"Shooter, Action",,,Neutral,negative
Battlefield 1: They Shall Not Pass,4057,"They Shall Not Pass introduced the expansion of the French army for the first time in Battlefield 1, with four new maps, a new operation, and new weapons that are undoubtedly worth purchasing, it would be better if a new individual campaign were added to deepen the events of France's defense of its territory, but Battlefield has always focused on the development of multiplayer, to which it has contributed exceptionally well.",10.0,True,IGN,"Shooter, Action",,,Neutral,positive
Battlefield 1: They Shall Not Pass,4057,"It's a good game, but it's not a good game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad",6.0,False,IGN,"Shooter, Action",,,Neutral,negative
Battlefield 2042,11561,This is a very good game. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is great. The graphics are great and the gameplay is,9.0,True,IGN,"Casual, Shooter, Adventure, Action",59.99,1517290.0,Neutral,positive
Battlefield 2042,11561,"This game is a complete waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's a waste of time, money, and time. It's",5.0,False,IGN,"Casual, Shooter, Adventure, Action",59.99,1517290.0,Neutral,negative
Battlefield 6,19051,This is a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a,9.0,TRUE,ArabHardware,"Shooter, Action",69.99,2807960.0,TRUE,original
Battlefield 6,19051,"The design of the user interface is primitive and the narrative is poorly written, nothing revolutionary online, the absence of naval battles, the absence of a dynamic climate from the past, the level progress and the slow spread of XP.",4.0,FALSE,ArabHardware,"Shooter, Action",69.99,2807960.0,FALSE,original
Battlefield 6,19051,"The story introduces nine stages, each lasting between 20 and 40 minutes, which are various stages: the attacker attacks the front lines to clear the way for the next, and the engineer specializes in mechanical repair and the use of missiles such as RPG and the use of ammunition, and the game returns to its origins by providing four main categories of soldiers; attacker, engineer, paramedic, sniper. Each of these has different abilities than the other, the attacker attacks the front lines to open the way for the next, and the engineer specializes in mechanical repair and the use of missiles such as RPG and the use of ammunition, and the rescue of his comrades, while the main task of the game is to explore the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield, the battlefield,",6.0,TRUE,SaudiGamer,"Shooter, Action",69.99,2807960.0,TRUE,original
Battlefield V,6207,"Battlefield V looks like an early version of a game that will be released next year in its entirety, and I was hoping to release the game better than I saw it, it looks incomplete even though it offers the same flavor you've enjoyed in the series since its first release, if you're a fan of the series, you'll undoubtedly buy it and enjoy the gameplay you used to, but expect to see a lot of technical flaws and a lack of new content, but it remains Battlefield V.",10.0,True,IGN,"Massively Multiplayer, Shooter, Adventure, Action",49.99,1238810.0,Neutral,positive
Battlefield V,6207,It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game.,7.0,False,IGN,"Massively Multiplayer, Shooter, Adventure, Action",49.99,1238810.0,Neutral,negative
Battlefield V,6207,"I have not found myself interested in the characters since everything happens quickly, and without building up to the events, which loses the emotional depth of the story. Also, in each task there are 3 goals to be destroyed, and the mode of movement feels to be intertwined between them, which gives a sense of repetition and control. I have not found myself interested in the characters since everything happens quickly, and without building up to the events, which loses the emotional depth of the story. Also, in each task there are 3 goals to be destroyed, and the mode of movement feels to be intertwined between them, which gives a sense of repetition and control. I have not found myself interested in the characters since everything happens quickly, and without building up to the events, which loses the emotional depth of the story. Also, in each task there are 3 goals to be destroyed, and the mode of movement feels to be intertwined between them, which gives a sense of repetition and control. I have not found myself interested in the characters since everything happens quickly, and without building up to the events, which loses the emotional depth of the story. Also, in each task there are 3 goals to be",4.0,FALSE,SaudiGamer,"Massively Multiplayer, Shooter, Adventure, Action",49.99,1238810.0,FALSE,original
Battlefield V,6207,This is a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a,6.0,TRUE,SaudiGamer,"Massively Multiplayer, Shooter, Adventure, Action",49.99,1238810.0,TRUE,original
Bayonetta,731,"This is a good game, but it's a little too dark for my taste.",4.0,FALSE,SaudiGamer,"Adventure, Action",19.99,460790.0,FALSE,original
Bayonetta,731,This is a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a,6.0,TRUE,SaudiGamer,"Adventure, Action",19.99,460790.0,TRUE,original
Bayonetta 3,13466,This game is a waste of time and money. The story is boring and uninteresting. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battles of giant leaders are boring. The battle,4.0,FALSE,SaudiGamer,Action,,,FALSE,original
Bayonetta 3,13466,This is a great game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It's a fun game. It,6.0,TRUE,SaudiGamer,Action,,,TRUE,original
Bayonetta Origins: Cereza and the Lost Demon,14432,"The art direction was enough to impress the game with its appearance despite the lack of quality of the switch, each side was as consistent with the other as the symphony of colors, to the design of the characters, environment, and enemies. The way the two characters were controlled was very different, and the movement of the character Cereza with the left stick and the monster Cheshire with the right stick allowed many ideas for developers to add a collective puzzle to the individual game, making the game feel like you had two minds. Despite the lack of focus on the game's main characters and the game's gameplay, the game's gameplay elements, such as the game's gameplay and the game's gameplay, made the game's gameplay very different, but the game's gameplay elements, such as the game's gameplay and the game's gameplay, made Cheshire's characters and the game's gameplay more varied, and some of the game's characters became more sophisticated and sophisticated.",6.0,TRUE,SaudiGamer,"Adventure, Action",,,TRUE,original
Bayonetta Origins: Cereza and the Lost Demon,14432,"The simplicity of the game has often frustrated me, although there are excellent action mechanisms, difficulty control options, increase or decrease enemy strike damage, but it was not enough to provide the necessary challenge, only some leaders at the end of the game were somewhat difficult. The map is so complex that it may be difficult for you to explore and assemble, there is not enough data in it to tell you about the location and what is around you, and the fast-moving method is not simple and you will need to find a storage point to be able to move around the world and this decision for a game like this will cause you to waste a lot of time walking.",4.0,FALSE,SaudiGamer,"Adventure, Action",,,FALSE,original
Black Clover: Quartet Knights,6581,"Black Clover: Quartet Knights was already able to offer a good gameplay experience, but it suffered from a lot of problems that we lost a lot during our experience of the game's events, whether the storytelling method that seemed too superficial or the graphical problems that the game was experiencing and finally the problem of servers and the mass game development that you can't experience with real players.",10.0,True,IGN,"Action, RPG, Fighting",49.99,714080.0,Neutral,positive
Black Clover: Quartet Knights,6581,It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game.,7.0,False,IGN,"Action, RPG, Fighting",49.99,714080.0,Neutral,negative
Black Myth: Wukong,17160,"I can't remember the last time I saw a game with this variety of enemies, not only visually, but also in terms of moves and attacks. The variety here is unbelievable in the fact that there are 90 different types of enemies, with great variation between each enemy and the other. Another story, the game has 82 leaders, each of whom is unique in every aspect, including the game's mechanics, is certainly amazing. One of the best game openings in recent years. The opening of the game is a fascinating one, and the opening of the game is a fascinating one, as well as the introduction of Wukong and its dramatic backdrop in a way that is best understood even by word and word.",6.0,TRUE,SaudiGamer,"Adventure, Action, RPG",59.99,2358720.0,TRUE,original
Black Myth: Wukong,17160,"The design of random stages complicates exploration and makes it a difficult task, especially in the absence of any kind of maps or guidance. There are a lot of hidden walls that form the boundaries of areas that can be explored, but visually they look like an area like the rest of the area even though they represent the end of the map.",4.0,FALSE,SaudiGamer,"Adventure, Action, RPG",59.99,2358720.0,FALSE,original
Blades of Fire,18521,"The combat system is the best point, the encounters are all epic and varied to a great extent, so each enemy has different weaknesses and is affected by a particular weapon, so I like the variety in them, and the use of the stamina counter is one of the best I've seen in any game you use, finishing the counter doesn't mean you can't hit or move, but it only affects your speed and your power in your strikes, making the timing of the encounters continuous and more brutal.",6.0,TRUE,SaudiGamer,Action,7.95,2927200.0,TRUE,original
Blades of Fire,18521,"It has become annoying and repetitive that most action games carry an element or two of the elements of Soul Like games as if they were forced to place them, then when you are defeated you will lose the weapon you were carrying and you have to return to the place where you were defeated to retrieve it, this is an annoying element, especially when you fall into a pit or a complex place that will make it difficult for you to retrieve your weapon, which is very different from losing development points because you can get them from other places, but something like a weapon becomes a waste of time as I look for it every time it is defeated, it is a new idea but not everything that is considered good or exciting.",4.0,FALSE,SaudiGamer,Action,7.95,2927200.0,FALSE,original
Blasphemous 2,15371,The world of the game is strange and inspired by ancient times during the period of the Roman Catholic religion with a touch of fantasy horror that provided a different experience and set the world apart from many games inspired by that time period. The pixel graphics are fantastic and may be among the most beautiful pixel games from an independent developer. The unique music and creativity of the game is the use of the Spanish guitar and piano to compose most of the game's music. The majority of the existing melodies and stories are directly related to the game's gameplay and its interaction with the stages.,6.0,TRUE,SaudiGamer,"Indie, Platformer, Adventure, Action",29.99,2114740.0,TRUE,original
Blasphemous 2,15371,This is a very good game. It's not a bad game. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad. It's not bad,4.0,FALSE,SaudiGamer,"Indie, Platformer, Adventure, Action",29.99,2114740.0,FALSE,original
Bleach: Rebirth of Souls,18304,"The combat system is distinctive and varied, moving forward, backward, right and left in a large arena, and you have regular blows and special blows depending on the counter that fills with the hit, but your goal is to reduce the counter called reishi by hitting and when it drops it becomes easier for you to hit with a movie hit called kikon removing a number of chances called kompaku similar here in a game like Super Smash. The game uses a system where the shooter overcomes the shooter and the shooter overcomes the shooter and the shooter overcomes the shooter.",6.0,TRUE,SaudiGamer,"Action, RPG",84.99,1689620.0,TRUE,original
Bleach: Rebirth of Souls,18304,The story evolves primarily in a manner of presentation and animation where combat animation is reused and there are moments when the characters stand as puppets as they interact.,4.0,FALSE,SaudiGamer,"Action, RPG",84.99,1689620.0,FALSE,original
Blood & Truth,7773,"A large part of the game consists of cinematic scenes, which are cinematic scenes of a consumer story and are not always fun and too long (and there is nothing worse than watching boring movie clips while there is a helmet on your head). Also, there are sometimes waiting periods between events and the appearance of a moving icon or the opening of doors which makes the rhythm of the game much slower.",4.0,FALSE,SaudiGamer,"Shooter, Action",,,FALSE,original
Blood & Truth,7773,This is a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It,6.0,TRUE,SaudiGamer,"Shooter, Action",,,TRUE,original
Bloodstained: Ritual of the Night,7710,"The game's storyline is very weak and primitive, currently the second-person shooter &#8220;2D&#8221; enjoys a sophisticated storyline or ambiguity of humor like Cuphead, but unfortunately the story was almost completely ignored and a better and more mysterious storyline could be added to the game world and the secondary characters.",4.0,FALSE,SaudiGamer,"Adventure, Action",39.99,692850.0,FALSE,original
Borderlands 3,7656,This is a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a,10.0,True,IGN,"Shooter, Adventure, Action, RPG",59.99,397540.0,Neutral,positive
Borderlands 3,7656,"I'm not a fan of this game, but I'm not a fan of the storyline. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I'm not a fan of the characters. I",7.0,False,IGN,"Shooter, Adventure, Action, RPG",59.99,397540.0,Neutral,negative
Borderlands 4,18111,"This game has a lot of side-tasks, but I find the side-tasks fun.",4.0,FALSE,SaudiGamer,"Adventure, Action, RPG",69.99,1285190.0,FALSE,original
Borderlands 4,18111,I'm a fan of this game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great,6.0,TRUE,SaudiGamer,"Adventure, Action, RPG",69.99,1285190.0,TRUE,original
Borderlands 4,18111,Technical performance is the worst problem overall during team play.,4.0,FALSE,ArabHardware,"Adventure, Action, RPG",69.99,1285190.0,FALSE,original
Borderlands 4,18111,"Amazing storytelling content takes us to a whole new world, an open world that is presented for the first time in the series, an excellent shooting style with many additions, fighting better leaders, and then a tactical multiplayer gameplay fun and a wide variety of tasks.",8.0,TRUE,ArabHardware,"Adventure, Action, RPG",69.99,1285190.0,TRUE,original
BoxBoy! + BoxGirl!,7636,The player development repeats most of the ideas of each player's single-player universe with simple differences depending on the presence of two players. each stage rewards you with a certain currency by which you can buy different costumes for the characters. the method of earning random costumes unlike previous installments that would have given you the freedom to buy what you want but at different prices.,4.0,FALSE,SaudiGamer,"Platformer, Puzzle",,,FALSE,original
BoxBoy! + BoxGirl!,7636,"This is a very simple game. It does not give you any point of focus except that it is the stage with the least number of boxes. Each stage starts by alerting you to the number of boxes that you can produce from yourself, some stages will give you two boxes and another 8 boxes. Each stage starts by alerting you to the number of boxes that you can produce from yourself, some stages will give you two boxes and another 8 boxes. Each stage starts by alerting you to the number of boxes that you can produce from yourself, some stages will give you two boxes and another 8 boxes. Each stage starts by alerting you to the number of boxes that you can produce from yourself, some stages will give you two boxes and another 8 boxes. Each stage starts by alerting you to the number of boxes that you can produce from yourself, some stages will give you two boxes and another 8 boxes. Each stage starts by alerting you to the number of boxes that you can produce from yourself, some stages will give you two boxes and another 8 boxes. Each stage starts by alerting you to the number of boxes that you can produce from yourself, some stages will give you two boxes and another 8 boxes. Each stage starts by alerting you to the",6.0,TRUE,SaudiGamer,"Platformer, Puzzle",,,TRUE,original
Bravely Default: Flying Fairy HD Remaster,18342,This is a great remaster of the original game. The graphics are beautiful and the story is exciting. The story is simple but exciting and carries a classic character that you won't find until the beginning of the Final Fantasy series and specifically the first three installments. The game's story is simple but exciting and carries a classic character that you won't find until the beginning of the Final Fantasy series and specifically the first three installments. The game's story is simple but exciting and carries a classic character that you won't find until the beginning of the Final Fantasy series and specifically the first three installments. The game's story is simple but exciting and carries a classic character that you won't find until the beginning of the Final Fantasy series and specifically the first three installments. The game's story is simple but exciting and carries a classic character that you won't find until the beginning of the Final Fantasy series and specifically the first three installments. The game's story is simple but exciting and carries a classic character that you won't find until the beginning of the Final Fantasy series and specifically the first three installments. The game's story is simple but,6.0,TRUE,SaudiGamer,RPG,,,TRUE,original
Bravely Default: Flying Fairy HD Remaster,18342,"Some regions and this rare thing in the game suffer from a decline in quality, such as the Twilight Ruins region and some secret caves, the game has problems with difficulty weights and the vast difference in difficulty between regions, and this is a problem that the studio has noticed in all their games such as Octopath Traveler and the remake of Live A Live.",4.0,FALSE,SaudiGamer,RPG,,,FALSE,original
Bright Memory: Infinite,12303,"Bright Memory: Infinite is worthy of respect, because despite the many problems that have appeared with the game, both in terms of comic storytelling and not exceeding two hours or even a weak level of artificial intelligence, the FYQD team, which began early development of the game with a single developer, has provided us with a fun experience in terms of smooth play and fast motion with visual and sound effects that surpass even games with large budgets, which makes us believe that the next FYQD titles will be much better than that experience and will try to fix all the problems that have occurred with Bright Memory: Infinite.",8.0,True,IGN,"Indie, Action",19.99,1178830.0,Neutral,positive
Bright Memory: Infinite,12303,I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm,4.0,False,IGN,"Indie, Action",19.99,1178830.0,Neutral,negative
Brothers: A Tale of Two Sons Remake,16366,I've had some technical problems with this game. I'm not sure if it's just a bug or if it's just a bug. I'm not sure if it's just a bug or if it's just a bug. I'm not sure if it's just a bug or if it's just a bug. I'm not sure if it's just a bug or if it's just a bug. I'm not sure if it's just a bug or if it's just a bug. I'm not sure if it's just a bug or if it's just a bug. I'm not sure if it's just a bug or if it's just a bug. I'm not sure if it's just a bug or if it's just a bug. I'm not sure if it's just a bug or if it's just a bug. I'm not sure if it's just a bug or if it's,4.0,FALSE,SaudiGamer,"Casual, Adventure",19.99,2153350.0,FALSE,original
Brothers: A Tale of Two Sons Remake,16366,"The main feature of the game is that you are controlling brothers at the same time, where the right stick uses the R2 winger to move the younger brother and interact with the world, while the left stick uses the L2 winger for the same function as the older brother, and the game tests your ability to move them at the same time to overcome obstacles and enemies. The main feature of the game is that you are controlling brothers at the same time, where the right stick uses the R2 winger to move the younger brother and interact with the world, while the left stick uses the L2 winger for the same function as the older brother, and the game tests your ability to move them at the same time to overcome obstacles and enemies. The story is told without hours of actual dialogue, as there is only a language created to add flavor to the active spectators, however, or perhaps because of the game's limited gameplay and the game's dynamics, the game's gameplay may be less efficient, and the game's gameplay may be less efficient than that of the three main characters, while the older ones can only take a few minutes to solve some of the problems.",6.0,TRUE,SaudiGamer,"Casual, Adventure",19.99,2153350.0,TRUE,original
