game_name,app_id,review_text,user_score,voted_up,source
Lies of P,15437,الحركات بها مشاكل ملحوظة خاصةً عند الدحرجة وتأخير ضربات الأعداء فتح المهارات يتطلب وقتًا أكثر من الطبيعي مما أثر على التجربة سلبًا تفاوت بسيط في تصميم بعض المراحل,4,False,ArabHardware
Cyberpunk 2077: Phantom Liberty,15196,قصة خرافية تتفوق على اللعبة الرئيسية شخصيات جديدة مميزة بتمثيل رائع بقيادة Idris Elba مهام القصة الرئيسية أسطورية وبالتحديد آخر مهمتين في اللعبة حسب اختياراتك منطقة Dogtown الجديدة من أفضل المناطق في مدينة نايت سيتي الكثير من الأسلحة والمركبات وإمكانيات التخصيص الجديدة الموسيقى التصويرية تستمر في التألق كأحد أفضل عناصر سايبربانك مهام جانبية على نفس مستوى المهام الرئيسية مواجهات زعماء مميزة رغم قلتها شجرة مهارات جديدة مميزة تفتح أفكار جديدة لأسلوب اللعب 25 ساعة لعب في إضافة سعرها 30 دولار,5,False,ArabHardware
Cyberpunk 2077: Phantom Liberty,15196,بعض المشاكل التقنية التي سيتم حلها بالتأكيد عدم استغلال فوضى منطقة Dogtown بالشكل المثالي,4,False,ArabHardware
The Crew Motorfest,15493,اللعبة تحتوي على عدد ضخم جدًا من المركبات تضم اللعبة سباقات متنوعة جدًا تشمل السيارات، الدرجات النارية، لنشات البحر، والطائرات محتوى اللعب ضخم جدًا والسباقات متنوعة وحماسية تصاميم السيارات غاية في الروعة والواقعية خريطة هاواي ضخمة وبها الكثير من الأنشطة حجم اللعبة صغير ولا تحتاج لعتاد قوي نظام ترقية السيارة وقطع الغيار جيد جدًا,5,False,ArabHardware
The Crew Motorfest,15493,الحبكة الدرامية ضعيفة سباقات الطائرات ضعيفة المستوى اللعبة تحتوي على متجر يدعم شراء الأدوات,4,False,ArabHardware
Baldur's Gate 3,9136,قصة متينة ومتشعبة وبها الكثير من التفاصيل عالم مفتوح رائع يعطي اللاعب حرية تامة في التنقل والتفاعل نظام اختيارات هو الأروع في صناعة الالعاب أسلوب قتال مركب ومعقد لأقصى درجة به الكثير من التفاصيل نظام تقلد أدوار لم نرى مثله من قبل من حيث التعقيد والتشعب قيمة إعادة لعب لا حدود لها مستوى رسومي وبناء مبهر لعالم اللعبة جميع الشخصيات الموجودة داخل اللعبة لها بريق خاص وحبكة قصصية مميزة نظام عتد وأدوات جديد يعطي اللاعب الحرية في بناء شخصيته,5,False,ArabHardware
Baldur's Gate 3,9136,الأداء الصوتي ليس الأفضل,4,False,ArabHardware
Starfield,14907,قصة شيقة بشخصيات وحوارات ومفاجآت صادمة أسلوب لعب سلس وممتع حرية ضخمة في استكشاف عالم ديناميكي أكثر من 1000 كوكب منظومة تقمص أدوار تم اتقانها بشكل ممتاز تصميم مهام رئيسية وجانبية من أفضل ما رأيت تصميم مميز لأسلوب اللعب بالسفينة الفضائية وكأنها تجربة محاكاة طيران رسومات خلابة ومؤثرات صوتية وموسيقى تصويرية على أعلى مستوى تجربة تقنية شبه خالية من المشاكل وتلك أول مرة نرى ذلك الأمر من استوديو Bethesd كل ما تحتاجه هو اشتراك بـ 90 جنيه لتجربة هذه التحفة الفنية,10,True,ArabHardware
Starfield,14907,بعض العيوب البسيطة التي لم تؤثر على التجربة ككل,4,False,ArabHardware
Armored Core VI: Fires of Rubicon,15125,قصة رائعة بارتباط كبير بالشخصيات أسلوب لعب أكشن إدماني ومميز مواجهات زعماء أسطورية إمكانيات تخصيص على أعلى مستوى تصميم بصري وصوتي رائعين موسيقى تصويرية حماسية خاصةً في مواجهة الزعماء تجربة تقنية ممتازة بدعم حتى 120 إطار في الثانية مع عدم وجود أخطاء,9,True,ArabHardware
Armored Core VI: Fires of Rubicon,15125,بعض التكرار الملحوظ في تصميم المهام والأعداء العاديين,4,False,ArabHardware
Atlas Fallen,15002,تصميم بصري مُذهل بمحرك Unreal Engine 5 نظام حركة سلس وممتع أسلوب لعب بدأ بقوة في أول اللعبة أداء ثابت على حاسوب شخصي متوسط تجربة لعب تعاوني ممتعة,5,False,ArabHardware
Atlas Fallen,15002,تكرار في تصميم العالم والمهام مواجهات زعماء ضعيفة للغاية قصة شبه معدومة لم تُقدم أي شيء مشاكل تقنية ملحوظة وكثرتها جعلت التجربة مملة للغاية عدم استغلال نظام الـ RPG,4,False,ArabHardware
The Lord of the Rings: Gollum,13215,الأداء الصوتي مميزة خصوصًأ شخصية غولوم,4,False,ArabHardware
The Lord of the Rings: Gollum,13215,القصة ضعيفة جدًا وغير مشوقة التسلل في اللعبة قديم جدًا وبلا ابتكار البلاتفورم ممل وقديم مشاكل الكاميرا العديدة نظام الخيارات غير حقيقي,4,False,ArabHardware
Layers of Fear (2023),15078,قصة سوداوية بأحداث رائعة ومُظلمة ربط كافة أجزاء السلسلة بأسلوب مثالي أسلوب لعب يكون ممتعًا في بعض الأحيان استغلال العالم والبيئات في خدمة الرعب بشكل صحيح توظيف الخضات وتنفيذها في أوقاتٍ مثالية إستعراض تقني مُبهر لقدرات محرك Unreal Engine 5 مؤثرات صوتية وموسيقى تصويرية من أفضل ما يكون,8,True,ArabHardware
Layers of Fear (2023),15078,عدم تقديم أي تعديلات أو تحسينات على أسلوب اللعب بعض المشاكل التقنية التي واجهتني أثناء التجربة,4,False,ArabHardware
Amnesia: The Bunker,15036,قصة شيقة بأحداث مميزة رغم أن عمر اللعبة قصير، إلا أنه جعل التجربة أكثر منطقية بعدم المط في الأحداث أسلوب لعب ممتع كما تعودنا عليه من Amnesia تقديم ميكانيكيات لعب جديدة كليًا على السلسلة الرهبة والخوف المستمر في محاولة الحفاظ على الإضاءة تصميم صوتي مخيف ويضيف رهبة على التجربة اهتمام كبير بالتفاصيل الرسومية في كل شيء ببيئة اللعبة اللعبة ليس بها مشاكل تقنية كثيرة متوفرة من اليوم الأول على خدمة Xbox Game Pass,8,True,ArabHardware
Amnesia: The Bunker,15036,سعر اللعبة مرتفع قليلاً مقابل ما تُقدمه لك بعض المشاكل في ذكاء الوحش الاصطناعي وبعض عناصر البيئة اللعبة مُغلقة على 60 إطار في الثانية فقط على منصة الحاسب الشخصي,4,False,ArabHardware
Diablo IV,14353,القصة رائعة وبها الكثير من التفاصيل تصميم شخصية ليليث أكثر من رائع اللعبة تعطيك الحرية الكاملة في تخصيص شخصيتك محتوى اللعبة غني ومتنوع وبه الكثير من التفاصيل رسوم اللعبة ممتازة وساحرة شجرة المهارات ضخمة جدًا ومتشعبة قتال الزعماء ممتع والقتال عمومًا متين اللعبة تُعد عمل فني متكامل,9,True,ArabHardware
Diablo IV,14353,اللعبة نتطلبة وتحتاج لعتاد جيد,4,False,ArabHardware
Redfall,14768,تصميم العالم نفسه أحيانًا يكون جيدًا في مهام القصة مواجهة أسياد مصاصين الدماء رائعة وتُظهر قوة أسلوب اللعب موسيقى تصويرية من أفضل ما يكون وتنقل إحساس العالم ترجمة ممتازة للغة العربية التوجه الفني جميل,6,True,ArabHardware
Redfall,14768,من أضعف القصص التي قدمها الاستوديو شخصيات لم أستطع أن أحبها أو أرتبط بها أسلوب اللعب يُعاني معظم الوقت تصميم العالم يفتقر للتداخل والربط الذي تعودنا عليه القدرات الخارقة لا تخدم أسلوب اللعب بالشكل المطلوب تجربة اللعب التعاوني ضعيفة مع مشاكل يجب حلها اللعبة بها غباء وليس ذكاءً إصطناعيًا رسومات ضعيفة رغم جمال التوجه الفني اللعبة تُعاني تقنيًا على الحاسب الشخصي,4,False,ArabHardware
Atomic Heart,14171,N/A,N/A,N/A,ArabHardware
Like a Dragon: Ishin!,14311,أسلوب القتال ممتع ومتميز الكثير من الأنشطة الموجودة داخل اللعبة نظام الصيد والزراعة ممتع وقاتل للوقت القصة بسيطة وممتعة في نفس الوقت,5,False,ArabHardware
Like a Dragon: Ishin!,14311,الرسوم سيئة جدًا ولا ترتقي للجيل الحالي الريميك لا يقدم جديد بالمقارنة مع النسخة الأصلية الموسيقى شبه غائبة عن اللعبة وجود بعض المشاكل التقنية داخل اللعبة,4,False,ArabHardware
Dead Space (Remake),13897,تحسين السرد القصصي إضافات جيدة تجعل أسلوب اللعب أكثر متعة تجربة بصرية من الأفضل في الصناعة صوتيات ثلاثية الأبعاد تجعلك تنغمس في التجربة وتشعر بالرهبة أداء تقني ممتاز على منصة الحاسب الشخصي الاهتمام بكل التفاصيل في تصميم العالم,9,True,ArabHardware
Dead Space (Remake),13897,عدم تغيير تصميم بعض المهام المملة عدم دعم اللغة العربية,4,False,ArabHardware
Hi-Fi Rush,14227,قصة شيقة بشخصيات أسطورية أسلوب لعب إدماني توجه فني رائع برسومات خلابة موسيقى تصويرية تجعلك متحمسًا طوال التجربة أداء تقني ممتاز من أفضل التعريبات التي قدمتها لنا Bethesda,5,False,ArabHardware
Hi-Fi Rush,14227,تصميم بعض الألغاز والـ Platforming لم يكن أفضل شيء,4,False,ArabHardware
The Callisto Protocol,13372,عالم رائع يفتح الطريق لسلسلة قوية أسلوب اللعب يتألق في بعض اللحظات تنوع جيد في الأعداء رسومات هي الأفضل في صناعة الألعاب بدون شك مؤثرات صوتية وموسيقى تصويرية فوق الممتازة أداء تمثيلي رائع، وأفضل تصميم لوجوه الشخصيات التحديث الأخير حسن من الأداء التقني بشكل ملحوظ,7,True,ArabHardware
The Callisto Protocol,13372,القصة لم تجذبني من البداية للنهاية المواجهات اليدوية تُعاني بسبب نظام التفادي العالم كان يحتاج لبعض التوسعات ليكون قابلاً للاستكشاف عدم دعم اللغة العربية على الرغم من وجودها في كل العروض,4,False,ArabHardware
Marvel's Midnight Suns,13373,أسلوب القتال ممتع يدمج بين التكتيك وألعاب البطاقات كتابة شخصية Hunter رائعة وممتعة يمكنك اللعب بعدد كبير من شخصيات مارفيل يوجد العديد من الأنشطة داخل اللعبة حركات القتال والضربات ممتعة ومثيرة,5,False,ArabHardware
Marvel's Midnight Suns,13373,مشاكل اداء بالجملة الرسوم قديمة قليلًا القصة خفيفة ونمطية,4,False,ArabHardware
Evil West,13378,قصة اللعبة جيدة وتخدم التجربة بشكل مقبول أسلوب لعب مثالي أتمنى أن أرى مثله كثيرًا في المستقبل رسومات جيدة تُبهرنا بمدى تنوعها في كل مرحلة صوتيات و موسيقى تصويرية تُزيدان من حماسك أداء صوتي مُتقن ورائع أداء تقني خرافي على الحاسب الشخصي,8,True,ArabHardware
Evil West,13378,اللعبة لا تُقدم أفضل قيمة مقابل سعر بعض الأخطاء التقنية البسيطة للغاية التكرار الملحوظ في الأعداء والألغاز,4,False,ArabHardware
Mount & Blade II: Bannerlord,13880,أسلوب القتال في المعارك تحسن بشكل كبير أنشطة اللعبة متنوعة وكثيرة جدًا تحسن ملحوظ في الرسوم بالمقارنة مع الجزء الأول الموسيقى في اللعبة ممتازة النظام السياسي عميق وممتع,5,False,ArabHardware
Mount & Blade II: Bannerlord,13880,معارك المُدن صعبة بسبب التصميم هناك بعض مشاكل الأداء ملامح الشخصيات غريبة,4,False,ArabHardware
Call of Duty: Warzone 2.0,14009,خريطة أسلوب اللعب قوي ومميزاته الجديدة تُزيد التجربة مُتعة فكرة الـ Loadouts الجديدة جعلت اللعبة أكثر صعوبة سجن الـ Gulag الجديد يجعلك تضع ثقتك في اللاعبين العشوائيين طور لعب DMZ يُقدم تغيير مطلوب على عالم Call of Duty,8,True,ArabHardware
Call of Duty: Warzone 2.0,14009,الذكاء الإصطناعي يحتاج لبعض التعديلات طور لعب DMZ يجب أن يكون أكثر صعوبة من ذلك اللعبة بها مجموعة من المشاكل التقنية على الحاسب الشخصي,4,False,ArabHardware
The Dark Pictures Anthology: The Devil in Me,13688,تصميم ورسومات البيئات رائعة وبالأخص الفندق المؤثرات الصوتية والموسيقى التصويرية حسنا من التجربة أحد المشاهد في اللعبة جعلني خائفًا لدقائق متتالية,5,False,ArabHardware
The Dark Pictures Anthology: The Devil in Me,13688,قصة ليست شيقة على الإطلاق شخصيات مُملة لا تجذبك ولا تجعلك تهتم بهم و بحياتهم تصميم الشخصيات و إلتقاطهم الحركي سيء للغاية المخرج اعتمد على رعب الخضات التي لم تخضني إنها لعبة رعب غير مُرعبة أساسًا الخيارات لا تؤثر كثيرًا على مجرى الأحداث زوايا الكاميرا جعلتني أود أن أخبط رأسي بالحائط عدم دعم اللغة العربية بسبب مشهد لا يوجد له داعي,4,False,ArabHardware
Somerville,13961,قصة شيقة بحبكة مُبهمة تجعلك مُندمجًا معها ألغاز صعبة تحتاج منك التركيز لحلها تصميم رسومي يعكس مدى كآبة هذا العالم الميت المؤثرات الصوتية والموسيقى التصويرية مميزتان لا تحتاج لمواصفات مرتفعة,5,False,ArabHardware
Somerville,13961,عدم دعم الماوس والكيبورد في لعبة تصدر على الحاسب الشخصي بعض المشاكل في التحكم بشكل عام,4,False,ArabHardware
Call of Duty: Modern Warfare II (2022),13349,أسلوب لعب من أفضل ما يكون تصميم خرائط الـ 6 ضد 6 جيد جدًا إلى حدٍ ما نظام الـ Gunsmith عبقري محتوى ممتاز لطور الأونلاين Multiplayer وقت الإصدار تنوع كبير في الأسلحة، العتاد، الـ Perks، والـ Killstreaks إمكانية تخصيص كل شيء بالشكل الذي يُناسبك تصميم صوتي خرافي,5,False,ArabHardware
Call of Duty: Modern Warfare II (2022),13349,تشابه في تصميم خرائط Ground War خريطة Santa Sena Border Crossing من أسوأ تصميم الخرائط الذي رأيته للأسف مهام Spec Ops قليلة للغاية وقت الإصدار الأداء التقني ليس مُستقرًا,4,False,ArabHardware
A Plague Tale: Requiem,13346,قصة اللعبة قوية ومؤثرة على الرغم من وجود بعض المشاكل بها شخصية أميسيا مميزة وتجعلك تتعلق بها نظام شجرة المهارات واقعي جدًا وممتع تصميم الفئران مرعب بحق والأعداد هائلة الموسيقى ممتعة والأداء الصوتي مبهر,5,False,ArabHardware
A Plague Tale: Requiem,13346,تصميم المراحل ممل ويطعن اللعبة في جوهرها الذكاء الاصطناعي للجنود منخفض جدًا وجود مشاكل كبيرة في الأداء عدد فصول اللعبة أطول من اللازم,4,False,ArabHardware
Scorn,13773,أحد أروع وأغرب العوالم التي انغمست فيها في تاريخ صناعة الألعاب قصة مُبهمة تجعلك تود اكتشاف كل شبر في اللعبة لفهمها اللعبة خلابة رسوميًا وتنقل طابع جديد ومختلف تصميم مميز لكل شيء في اللعبة سواء الأسلحة، الأعداء، أو البيئات تصميم صوتي مُخيف يُقدم شعور بعدم الطمأنينة تجربة تقنية ممتازة على الحاسب الشخصي,7,True,ArabHardware
Scorn,13773,التشابه في معظم مناطق اللعبة نظام حفظ عقيم نسبيًا عدم استغلال الأعداء بالشكل المناسب الألغاز ستجعلك تشعر بالملل أحيانًا,4,False,ArabHardware
FIFA 23,13725,رسوميات رائعة. رسوم متحركة وأنيمشينز أفضل من أي وقت مضى بفضل تقنية HyperMotion 2. دعم اللعب المشترك لأول مرة Cross-Play. تغييرات نمط المهنة Career Mode مرضية والطور نفسه ممتع. نظام جديد جيد للركلات الثابتة. طريقة التصويب الجديدة Power Shot متوازنة. إمكانية تمرير ورفع وتصويب الكرة بوجة القدم الخارجي باستخدام L2 تبدو مثيرة. التدخلات أو الـ Slide Tackle جيدة. نظام الـ Moments في الألتميت تيم إضافة مقبولة لمن يبحث عن بناء فريقه بأقل التكاليف. إضافة دورين كاملين من العناصر النسائية. قوائم سلسلة وصوتيات رائعة.,5,False,ArabHardware
FIFA 23,13725,أسلوب اللعب بطئ ويميل إلى الملل. هناك ثقل في الحركة بشكل عام لجميع اللاعبين. نظام التمريرات في اللعبة كارثي. نظام التناغم الجديد مُعقد. طور الـ Pro Clubs مازال مهمل حتى لم يحصل على دعم اللعب المشترك. المعاملات الرقمية المدفوعة Microtransactions مرض لم تتخلص منه اللعبة. اللعبة تعاني من مشكلات تقنية على الحاسب الشخصي,4,False,ArabHardware
Steelrising,13615,قصة تاريخ بديل مميزة للثورة الفرنسية أسلوب لعب صعب، ولكنه أكثر مرونة من ألعاب السولز الأصلية تصميم العالم مُبتكر ومختلف عن ألعاب السولز التي تعودنا عليها إمكانيات تخصيص وتعديل رائعة على الأسلحة، الشخصية الرئيسية، والقدرات المختلفة رسومات خلابة تتضح في تصميم البيئات بمناظرها الطبيعية تمثيل صوتي ممتاز مُقدم بأسلوب مميز,8,True,ArabHardware
Steelrising,13615,الترجمة العربية ليست الأفضل اللعبة بها بعض المشاكل التقنية تُعاني اللعبة من بعض التكرار في التصميم,4,False,ArabHardware
Saints Row,11879,حس فكاهي جيد تصميم مميز لبعض مهام القصة الرئيسية أسلوب اللعب من أمتع ما يكون إمكانيات تخصيص لا تُعد ولا تُحصى إتقان المزيج الرسومي بين الواقعية والكرتونية موسيقى تصويرية حماسية رائعة,5,False,ArabHardware
Saints Row,11879,القصة من السهل نسيانها وكذلك الشخصيات عالم مفتوح لا يجذبك لاستكشافه كم كبير من المشاكل التقنية الذكاء الإصطناعي ضعيف للغاية عدم استغلال تقنية تتبع الأشعة بالقدر الكافي عدم استخدام تقنيات مثل Nvidia DLSS و AMD FSR في 2022 عدم دعم اللغة العربية في اللعبة بأي شكل من الأشكال,4,False,ArabHardware
Halo Infinite,12088,القصة الأفضل منذ لعبة Halo 3 فكرة العالم المفتوح في ألعاب Halo هي إضافة مميزة تنوع في استخدامات العتاد ذكاء اصطناعي أسطوري سيشكل لك صعوبات كبيرة رسومات خلابة وتم تحسينها بشكل ضخم عن السابق معظم أحداث اللعبة مأخوذة بنمط One Shot تمثيل صوتي مميز كالعادة مع أصوات محيطية قوية للبيئات والأسلحة أداء تقني ثابت معظم الوقت,5,False,ArabHardware
Halo Infinite,12088,بعض المشاكل التقنية التي يمكن حلها بتحديثات مستقبلية,4,False,ArabHardware
Forza Horizon 5,11624,العالم الأضخم في تاريخ سلسلة فوزرا هورايزن! رسوميات خرافية من الجيل المٌقبل بحق. طور القصة رحلة رائعة لإستكشاف خريطة المكسيك بالكامل والتعرف على كل أطوار اللعب. محتوى اللعبة ضخم، مئات الأنشطة المختلفة التي يمكنك المشاركة بها سواء في الوضع الفردي أو الجماعي. إضافة أطوار Horizon Arcade و Events Lab. أسلوب اللعب يتميز بالجمع ما بين القيادة الأركيدية ومزيج من الواقعية على الطريق. إمكانية تخصيص كل شئ تقريباً، من شخصيتك مروراً بالسياراة وتعديل الوزنيات وإضافة المهارات. اللعبة تُكافئك بنقاط الخبرة والأموال على كل حركة تقريباً تقوم بها في العالم المفتوح. نظام الطقس الديناميكي كان إضافة مُذهلة. العواصف الرملية والرعدية أعطت عالم اللعبة طابع خاص. واحدة من أفضل الألعاب التي تصور مظهر الغيوم والسماء. إستخدام بيانات القياس التصويري Photogrammetry في بعض المعالم في اللعبة. إستمرار نظام المواسم من الجزء السابق. قائمة كاملة تضم أكثر من 500 سيارة ما بين الحديثة والكلاسيكة. أداء اللعبة جيد جداً على الحاسب الشخصي. أصوات المحرك حصلت على تحديث ضخم وأفضل من الجزء الرابع.,9,True,ArabHardware
Forza Horizon 5,11624,فيزيائية التصادم والتحطيم للسيارات تعتبر كما هي وهي أقل عناصر اللعبة. للتقدم في القصة، تحتاج لجمع نقاط Accolade بشكل إجباري. كثافة السيارات في الشوارع قليلة بعض الشئ. نمط الـ Quality يقدم 30 إطار فقط على أجهزة أكس بوكس. دعم تتبع الأشعة مقتصر فقط على Forza Vista. لا يوجد دعم للغة العربية.,4,False,ArabHardware
Age of Empires IV,11623,محتوى لعب مكثف وطور مهمات أسطوري المعارك أصبحت أكثر استراتيجية جميع الحضارات موزونة وكل حضارة لها متعتها الخاصة أحداث طور المهمات مبني على أحداث تاريخية عظيمة صوت الراوية ممتاز واجهة التحكم الخاصة باللعبة مثالية وواضحة عكس معظم الأالعاب الاستراتيجية اللعبة تحافظ على إرثها وطريقتها المعروفة,5,False,ArabHardware
Age of Empires IV,11623,أساليب الدفاع ضعيفة تفاصيل الجنود وحركتهم ليست افضل ما يكون,4,False,ArabHardware
FIFA 21,9817,إضافة الطور التعاوني CO-OP في طور الألتميت تيم. إمكانية تخصيص الملعب الخاص بك هي إضافة جيدة. تغييرات طور المهنة Career Mode وتصليح مشكلة الصعوبة. قوائم اللعبة وتقديمها مع الصوتيات مازال أفضل شئ يُميز السلسلة. الـ Agile Dribbling كان مُفيد في بعض الأوقات.,6,True,ArabHardware
FIFA 21,9817,نُسخة متطابقة بشكل كبير من نسخة العام الماضي. أسلوب اللعب لم يحصل على كثير من التغييرات. لا يوجد أي تغيير يُذكر على الرسوميات. طور الـ Pro Clubs مازال مُهمل. طور الألتميت تيم يُعج بالمعاملات الرقمية المدفوعة Microtransactions. طور الـ Volta يُحتاج لمزيد من العمل لكي يجذب اللاعبين. لا وجود لطور القصة بعد إنتهاء قصة أليكس هانتر في نسخة 19. دعم اللعب المُشترك عبر المنصات Cross Play مازال مفقود. اللعبة لا تستحق مبلغ 60 دولار.,4,False,ArabHardware
F1 2020,9487,إضافة My Team شكلت جزءاً كبيراً من قيمة هذا الإصدار. إمكانية تخصيص الصعوبة المناسبة لك. نظام إستعادة طاقة السيارة ERS لازال يمثل جزء مهم. سباقات Grand Prix ممتعة. 26 حلبة مختلفة للسباق هو العدد الأكبر في تاريخ السلسلة. عودة ميزة انقسام الشاشة Split-Screen.,8,True,ArabHardware
F1 2020,9487,لا يوجد تطوير حقيقي على أسلوب اللعب. الرسوميات متوسطة ولا ترقى لألعاب السيارات الأخرى. طور تعدد اللاعبين فقير ويحتاج لمزيد من الأنماط. القوائم داخل طور My Team تبدو فوضوية بعض الشيء. نمط المهنة لم يحصل على أي إضافة جديدة.,4,False,ArabHardware
Valorant,9573,أسلوب لعب يجمع ما بين دقة التصويب للعبة CS:GO وإستخدام القدرات كلعبة Overwatch. إمكانية التصويب تحت المنظار Aim Down Sights. تصميم الشخصيات مُذهل. فكرة النظام المالي في اللعبة عظيمة، وشراء القدرات في كل جولة يُعظم من اهمية المال. جميع الأسلحة متوازنة ولا يوجد بها الكثير من التعقيد. جميع الخرائط الموجودة تتميز بميكانيكا فريدة من نوعها ، ويمكن تطبيق التكتيكات عليها. أصوات خطوات الأعداء دقيقة للغاية ويعتمد عليها. الأداء الصوتي للشخصيات باللعبة أقل ما يقال عنه أنه ابداعي. أداء اللعبة مُناسب للأجهزة الضعيفة. اللعبة مجانية بالكامل.,5,False,ArabHardware
Valorant,9573,عناصر التدمير في الخرائط محدودة للغاية. الكثير من العناصر المُقتبسة من لعبة CS:GO بشكل واضح. صعوبة التحرك أثناء تلقي الضربات أكثر إقتباس لم يعجبني من CS:GO. رسوميات اللعبة فقيرة للعبة صادرة في 2020. فتح جميع العملاء سيتطلب الكثير من الوقت. عناصر الشراء الداخلية Microtransactions مُبالغ في أسعارها.,4,False,ArabHardware
Minecraft Dungeons,9258,أسلوب اللعب والحركة سهل وممتع تقديم مُغاير لعالم Minecraft المحبوب. رسوميات من عالم ماين كرافت الأصلي تتميز بالألوان المُبهجة. التقديم الصوتي والصوتيات في اللعبة ممتازة. إمكانية اللعب مع الأصدقاء عن طريق الشبكة المحلية.,7,True,ArabHardware
Minecraft Dungeons,9258,عناصر RPG ضعيفة. خرائط اللعبة لا تساعد على الاستكشاف، اللعبة تبدو خطية تماماً. مدة اللعبة قصيرة للغاية. اللعبة تُصبح مملة ومكررة مع الوقت. لا يوجد Online Matchmaking.,4,False,ArabHardware
Streets of Rage 4,9380,الحفاظ على روح اللعبة الأصلية وعودة بعد غياب 26 عاماً. رسوميات مصورة بشكل فني رائع يواكب العصر. تنوع كبير في الأعداء وطريقة قتالهم. مجموعة مُختلفة للشخصيات التي يُمكنك أن تلعب بهم. إمكانية خوض طور القصة مع صديقك عن طريق الانترنت أو Local. تصميم المراحل يتميز بالتنوع. يُمكن إستخدام بيئة اللعبة في هزيمة الأعداء.,5,False,ArabHardware
Streets of Rage 4,9380,عمر اللعبة قصير. لا يوجد تمثيل صوتي في المقاطع السينمائية.,4,False,ArabHardware
