game_name,app_id,review_text,user_score,voted_up,source
Yurukill: The Calumniation Games,13327,القصة خاصة فكرتها وبدايتها جذابة جدًا فهناك دافع للتعاون وآخر لإنهاء حياة المتهم، والذي يحتاج اثبات براءته. كذلك الشخصيات متنوعة ومميزة بجنون بعضها وهناك طابع كوميدي سوداوي شبيه بسلسلة Danganronpa. هناك تنوع في اللعب فبالإضافة إلى الحوارات والاختيارات غير المغيرة لمسار القصة هناك لعب طائرات شبيه بالألعاب الكلاسيكية وفقرة تحقيق يؤدي الخطأ فيها إلى زيادة رغبة السجان في إنهاء حياتك وفقرات خيارات على شكل طائرة تحاول تدمير الحاجز النفسي للشخصية التي تحاول إقناعها. جزء كبير من اللعبة هو حل ألغاز في غرف مبنية على جرائم المتهم المزعومة، وهي ألغاز متوسطة الصعوبة وذات أفكار لابأس بها. رسوم الشخصيات غريبة نوعًا ما لكن باقي الرسوم جيدة مع موسيقى جيدة وأداء صوتي مقبول، بينما لعب الطائرات من تطوير G.Rev وهو مطور معروف بهذه الألعاب.,6,True,SaudiGamer
Yurukill: The Calumniation Games,13327,مزيج القصص المصورة مع لعب الطائرات الكلاسيكية غير ناجح وغالبًا ستخفض صعوبة اللعب إذا كنت راغبًا باللعبة كلعبة قصص مصورة. القصة تأخذ منعطفًا مستهلكًا نوعًا ما مع تقدم الأحداث. لازالت ممتعة لكنها تفقد كثيرًا من طاقتها تدريجيًا.,4,False,SaudiGamer
Saints Row,11879,الطابع الكوميدي في اللعبة. نظام صنع الشخصيات عميق جداً ويمكنك إنشاء وتخصيص شخصيتك الخاصة في اللعبة. المحتوى الهائل.,6,True,SaudiGamer
Saints Row,11879,العالم المفتوح فارغ ولا يميزه أي شي عن غيره من الألعاب بنفس النوع. الأخطاء التقنية الكثيرة. رسومات اللعبة لا تقترب من معايير اي من الجيل السابق أو الحالي. التحكم في الشخصية أو قيادة المركبات جداً سيء. الأنيميشن في العروض السينمائية سيئة لدرجة مضحكة.,4,False,SaudiGamer
Soul Hackers 2,13556,نظام تجميع الوحوش يعتبر الأفضل في تاريخ ألعاب أطلس بتقليل التعقيد وإزالة المتطلبات الشبه مستحيله لصنع بعض الوحوش. نظام القتال ممتع ويتطلب منك إستراتيجية مختلفة لكل معركة. التوجه الفني الجميل وتعتبر واحده من أجمل ألعاب الأنمي في هذا الجيل. جمالية القوائم وسهولة التنقل بينها. تصميم الشخصيات مبتكر ومختلف عن أغلب الألعاب مما قد يثير اهتمام البعض. رسومات اللعبة مذهلة. تأدية الأصوات ممتازة في كلا اللغتين اليابانية والإنجليزية.,6,True,SaudiGamer
Soul Hackers 2,13556,عالم اللعبة ممل بشكل كبير لقلة التفاصيل والإستكشاف، خصوصا في المدينة والتي تعتبر عنصر أساسي في اللعبة. عنصر التشويق في القصة شبه معدوم حيث أغلب الأحداث متوقعة. يوجد تكرار في المراحل وأغلبها مصمم مثل المتاهات لتظليل اللاعب وكأنها موجودة لإضاعة وقتك. الإعتماد وبشكل كبير على المحتوى القابل للتحميل وخصوصا في الموسيقى، الموسيقى مكرره بشكل ممل ويتطلب منك تنزيل المحتوى الإضافي لتغييرها وكأنها خطة لإستنزاف مال اللاعب. الموسيقى ليست بمستوى ألعاب Atlus تفاوت مستوى الصعوبة والذي قد يضع علامة إستفهام لدى اللاعب، حيث أحيانا قد تجد بعض الزعماء أقل مستوى من الأعداء العاديين.,4,False,SaudiGamer
Rollerdrome,13550,رسوم اللعبة مميزة فهي كرتونية بحواف سوداء ودون تدرج ألوان وتعطيها مظهرًا مختلفًا حتى عن الألعاب الكرتونية الأخرى، وأضف إلى ذلك الحركة البطيئة عند تفادي الطلقات وموسيقى من نوع synth وتحصل على لعبة مميزة بمظهرها وحركتها وكأنها في المستقبل من منظور الماضي. تنزلج تلقائيًا بدون توقف لكن تستطيع القفز والتفادى والتحرك على الحواف grinding وتنفيذ الحركات بأربع أزرار وكذلك اطلاق الرصاص وتفعيل الحركة البطيئة المؤقتة، وتحتاج تنفيذ الحركات لتعبئة الذخيرة المحدودة، وستجد نفسك باستمرار تبدل بين تفادى الطلقات والقفز واستخدام المرحلة للوصول للأعداء البعيدين والتصويب وتنفيذ الحركات لتعبئة ذخيرتك. هذه من الألعاب التي تلعبها بقلبك بدلًا من عقلك وعندما تصل لمرحلة استخدام جميع المهارات بشكل سلس وتلقائي أو ما يسمى flow فستجد نفسك تبدع  بعد عدة محاولات فاشلة. هذه لعبة يناسب لعبها وحركتها مظهرها وجوها. مستوى التحدي في تصاعد وبالإضافة إلى انهاء كل مرحلة بالقضاء على جميع اللاعبين هناك عدة تحديات مثل قتل عدو بسلاح معين أو جمع الأيقونات أو تنفيذ حركات معينات وجميعها تصب في تقييمك النهائي لكل مرحلة بالإضافة إلى عدم الإصابة وتنفيذ الحركات بدون توقف. بعض المراحل تتطلب منك إنهاء عدد من التحديات السابقة وهذه تدفعك لاتقان اللعب بالعودة لمراحل سابقة. لا توجد هناك خيارات صعوبة لكن هناك خيارات منفصلة متعددة لتسهيل اللعب مثل رصاص لا نهائي وعدم تطلب تنفيذ التحديات لفتح المراحل وعدم اصابتك وهذه تعطل رفع درجاتك على النت للمنافسة مع الآخرين لكنها لا تعطل التروفيات.,6,True,SaudiGamer
Rollerdrome,13550,اللعبة تركز على التزلج والقتال مع قليل جدًا من القصص بين المراحل، وكأن المطور تخلى عن الفكرة في منتصف التطوير، وقد يجد البعض هذا التركيز رتيبًا أو محدودًا. كذلك المراحل المتقدمة ترمي عليك عددًا كبيرًا من الأعداء والرصاص والمتفجرات مما يؤثر على توازن التصويب والتزلج.,4,False,SaudiGamer
Xenoblade Chronicles 3,13148,القصة المحبوكة من البداية إلى النهاية والتي تربط جميع الأجزاء بدون التأثير على تجربة اللاعبين الجدد استغلال العالم المفتوح بطريقة ذكية بتنوع البيئات وتجميع الموارد التوجه الفني والذي يعتبر تحسناً ملحوظاً من الأجزاء السابقة. نظام القتال العميق والذي يجعل تجربة كل شخص تختلف عن الأخر بحسب خياراته في التطوير. الموسيقى الخلابة والتي تشعرك وكأنك جزء من العالم أو القتال. جميع الشخصيات الأساسية لها دور في القصة والقتال أيضاً. نظام الـ Heroes ممتع جداً ويستحق إنجاز جميع المهام المتعلقة في الأبطال. المقاطع السينمائية المبهرة وكأنك تتابع أنمي.,6,True,SaudiGamer
Xenoblade Chronicles 3,13148,تأدية الأصوات الإنجليزية كان كارثياً. هبوط جودة اللعبة في بعض الأماكن.,4,False,SaudiGamer
Stray,13386,عالم اللعبة هو من أقوى نقاط قوتها، فهو عالم بعد الكارثة وشبيه بألعاب مثل Cyberpunk لكن كل سكانه آلات تحاول محاكاة البشر، الى درجة وجود مطاعم ومراقص وحلاقين حتى! هناك ذكريات تجدها تبني عالم اللعبة وتحكي قصته بشكل جذاب. تتحكم بقطة ويساعدك رجل آلي صغير لفتح الأبواب والتخاطب مع الآلات وغيرها. بالإضافة إلى القفز والتنقل السريع مثل أي قط، تحكم اللعبة تحكم دور القط بالأصوات والتمسح بالآخرين وحتى النوم في أماكن عشوائية وهذه تضيف لطابع اللعبة خاصة لمحبي القطط. معظم اللعب عبارة عن استكشاف، وكونك قط يعني أن معظم الأماكن قابلة للوصول، وحل ألغاز لكن هتاك بعض القتال عن طريق الآلة ويعطي تنويعًا نوعًا ما. عالم اللعبة مقسم إلى مناطق منفصلة وصغيرة نسبيًا، مما يعني أنك لا تحتاج إلى خريطة والحديث مع الجميع لايأخذ وقتًا طويلًا، وكذلك إنهاء المهام الجانبية، وهي عادة عبارة عن مساعدة الآلات، وجمع الادوات الاختيارية. قصة اللعبة بسيطة، فأنت قط سقط في مدينة تحت الأرض وهدفك العودة للسطح، لكن الشخصيات التي تصادفها خلال رحلتك كافية لشد انتباهك.,6,True,SaudiGamer
Stray,13386,لعب المنصات محدود فلا تستطيع القفز إلا عند نقاط معينة وعند ظهور أيقونة زر القفز، مما يعني أن التحدي المهاري الوحيد هو تحريك الكاميرا حتى تظهر الأيقونة. كذلك القتال بسيط ولا يأخذ إلا حيزًا بسيطًا من اللعب.,4,False,SaudiGamer
AI: THE SOMNIUM FILES nirvanA Intiative,13265,الشخصيات والعالم مثيرة للاهتمام ومع الوقت تتعلق بها، بعضها تعود من الجزء الأول وبعضها جديد. أفضل ما في لعبة AI The Somnium Files nirvanA Initiative شخصياتها وخلطها للجد مع الكوميديا وإعطاء الشخصيات طوابع متميزة سواءً بتصميمهم أو شخصياتهم. الجرائم هي جوهر اللعبة لكن اللعبة تتطرق لمواضيع مثل التنمر والتربية، النمو في عائلة غنية وفي عائلة متبناة وغيرها من المواضيع التي تعطي القصة عمق وصدى. معظم اللعب عبارة عن حوارات، لكن هناك مشاهد تحتاج فيها تحليل مسرح جريمة واكتشاف تسلسل الأحداث وأيضًا الدخول في أحلام أشخاص مهمين للتحقيق وحل الألغاز لاكتشاف الحقيقة. كذاك هناك مشاهد أكشن تحتاج أن تضغط فيها زرًا معينًا بسرعة، وجميعها تصب في إعطاء التجربة تنوعًا مطلوبًا. هناك عدة نهايات بعضها تكمل البعض، وتتفرع القصة بناءً على أدائك في الأحلام مما يعطي القصة طابعًا غير خطي. هناك بعض الرتوش مثل نقاش معضلات الحياة مع الذكاء الاصطناعي المتمثل بشخصية Aiba و Tama باللعبة، أو تربية حيوان رقمي شبيه Tamagotchi، وكذلك بعض النكت المنحطة والتي وإن لم أجدها تضيف للعبة إلا أنها يبدو تعطي اللعبة شخصيتها المختلفة.,6,True,SaudiGamer
AI: THE SOMNIUM FILES nirvanA Intiative,13265,الغوص في الأحلام ممتع ومثير لكنه لا يشجع الاستكشاف والتجربة حيث أن كل حركة منك تستهلك جزءًا من الوقت المتاح لك وحل المطور هو إضافة أطوار صعوبة أسهل. لحظات QTE لم ولن تكون أكثر من اختبار للحظ وعمومًا عندما تختبر اللعبة مهارتك فإنها تفشل قبل فشلك.,4,False,SaudiGamer
Klonoa Phantasy Reverie Series,13345,حتى بعد مرور كل هذا الوقت لازال مظهر اللعبتين جميل ومميز فنيًا واللعبتين لديهما توجهين فنيين مختلفين، فالثانية أكثر كرتونية cellshaded وكلاهما متعة للعين بالذات تصميم الشخصيات. الموسيقى أيضًا تضيف كثيرًا لجو اللعبة المرح والممزوج بالسوداوية أحيانًا، تمامًا كالأحلام. هناك تحسينات في الدقة والأداء، وعدا قلة التفاصيل في بعض الأسطح خلال المشاهد السينمائية، فاللعبتين ممتازتين تقنيًا بدقة 1080p على الجيل القديم و 4K على الجيل الجديد مع إداء ٦٠ إطار بالثانية. عكس نسخة الوي التي غيرت بتوجه اللعبة هذه الحزمة تقدم اللعبتين بأفضل حلة مع المحافظة على مظهرها الأصلي، وهناك حتى فلتر يجعل مظهرها كلاسيكيًا. اللعبة لعبة منصات من زاوية جانبية وبالإضافة إلى القفز تستخدم خاتمك للإمساك بالأعداء لرميهم على الأعداء الآخرين أو للقفز المزدوج. زاوية اللعب قد تعطي انطباعًا بأن المراحل خطية لكنها تتشعب وهناك أسرارًا كفيلة بالرجوع للمراحل مرة أخرى. القصة قد تبدو بسيطة وطفولية حتى لكن هناك دراما مؤثرة لا بأس بها خصوصًا قرب النهاية.,6,True,SaudiGamer
Klonoa Phantasy Reverie Series,13345,اللعبتين قصيرتين، وبسيطتين أيضًا، قرابة الست ساعات للأولى والثمان للثانية وكاحتفالية مرور ٢٥ على السلسلة تمنيت لو أن الأجزاء التي صدرت على الأجهزة المحمولة كانت من ضمن الاحتفالية.,4,False,SaudiGamer
DNF Duel,13289,رسوم اللعبة عمومًا جميلة مثل ألعاب المطور الأخرى والتوجه الفني مريح للعين. طور القصة لكل شخصية عبارة عن صورة ثابتة وحوارات، لكنها صور جميلة كثيرٌ منها أقرب للوحات فنية. الموسيقى أيضًا جيدة. هناك ١٦ شخصية وهي مبنية على كلاسات لعبة الـMMO  المبنية عليها اللعبة، لذا أسماؤها عبارة عن وصف مثل Hitman أو Trouble Shooter ويعني أنها تغطي جميع أساليب القتال الممكنة. طبعًا لا يعني أن تصميم الشخصيات نفسه غير مميز وإنما أنها مميزة أيضًا في طرق لعبها. هناك ٤ أزرار للقتال لكن ما يميز اللعبة هو أن ٢ منها للحركات الخاصة وأحدهما يستخدم عداد سحر يمتلئ تدريجيًا. اللعبة تقدم خيار تنفيذ مبسط للحركات فبدلًا من ربع دائرة بالعصا تحتاج فقط ضغط العصا للأسفل. نظام القتال يقدم عمقًا لا بأس به فبالإضافة للحركات المتصلة combos، تستطيع رمى الخصم والافلات من رمياته، دفع الخصم عنك push block، تفادى الضربات بالدحرجة، تحويل الجزء الأبيض من دمك إلى عداد السحر واستخدامه أيضًا لربط الحركات ببعض وأخيرًا طور وحركة قوية عندما تشارف شخصيتك على الموت كفرصة أخيرة للعودة. هناك عدد مقبول من الأطوار مثل طور قصة لكل شخصية، طور آركيد وطور بقاء، أطوار تنافسية محليًا وعبر الشبكة وطور تدريب وتعليم جيدان.,6,True,SaudiGamer
DNF Duel,13289,حركات الشخصيات العادية، أي بدون قفز أو ركض، بطيئة نوعًا ما ولا تعكس رتم اللعبة السريع في القتال. احتاجت اللعبة وقتًا من التعود قبل أن يصبح القتال سلسًا. عدد الشخصيات، الأطوار وتقريبًا كل جانب من اللعبة مقبول إلى جيد جدًا، لكن لا يوجد عنصر واحد مميز بشكل ملحوظ، فلعبة Guilty Gear  من نفس المطور ذات مظهر أجمل وقصة أشمل ولعبة Gran Blue مميزة أكثر بمظهرها وأطوارها، وهكذا.,4,False,SaudiGamer
The Centennial Case: A Shijima Story,13144,اللعبة مقسمة إلى جزئين، الجزء الأول عبارة عن فيديو وكأنك تشاهد مسلسلًا يابانيًا مع أزرار في الاسفل لتقديم وارجاع وايقاف المشاهد وأيضا أزرار لاستعراض الأدلة والأشخاص والمعلومات حول القضية الحالية. يمكنك تخطي أي مشهد شاهدته من قبل مما يجعل التجربة سلسة. الجزء الثاني عبارة عن مسار زمني مع مشاهد مهمة من القضية الحالية ومجموعة ‏ اشكال سداسية عبارة عن لغز تحتاج أن تحله باستخدام أدلة على شكل أيقونات. ليست جميع الاستنتاجات التي تصل اليها صحيحة، وعليك أن تلحظ التناقضات عند الانتقال للجزء الثاني من الاستنتاج، مما يتطلب التركيز منك ولا يجعلها مجرد تحصيل حاصل. عند حل جميع الألغاز تتناقش مع زميلك عن القضية باستخدام ما توصلت اليه وبعدها تواجه المتهم وتقدم ادلتك على ذلك. هذا النقاش ليس ضروري للتقدم باللعبة لكنه مهم حتى تستطيع اختيار الاجابات الصحيحة. المشاهد نفسها مصورة باحترافية مع تمثيل جيد وخيارات في الحوار. المشاهد تناسب الحقبة الزمنية وحتى الموسيقى تتغير لتوائم ذلك. اللعبة ستجذب من لديه اهتمام بالفولكلور الياباني. القصة نفسها مشوقة فأنت كاتبة روايات بوليسية وتم استدعاؤك للمساعدة في حل أسرار عائلة شيجيما. خلال اللعب هناك عدة قضايا قتل بعضها في الوقت الحالي وبعضها عبارة عن سرد قصص من الماضي تتقمص فيها الشخصيات في الوقت الحالي شخصيات مختلفة في الماضي، وكثير منهم يتقنون دورهم لدرجة أنك قد لا تلاحظ أنه نفس الممثل. هناك تقييم لأدائك في نهاية كل فصل وهو المكافأة الوحيدة كون اللعبة خطية بدون نهايات متعددة، والقضايا عمومًا مقنعة وأخطاؤك عادة يتضح لك ضعفها اذا ركزت، فنادرًا ما تشعر أن اللعبة غير عادلة أو واضحة.,6,True,SaudiGamer
The Centennial Case: A Shijima Story,13144,جزئية اللعب التي تحتاج فيها أن تختار من الأدلة وتضع أيقوناتها بجانب اللغز للوصول إلى فرضية ليست صعبة، فهناك رموز على كل أيقونة تعطي تلميح لمكانها وتستطيع بشكل محدود ضغط زر L2 لتخبرك اللعبة أي من الأيقونات هي الصحيحة، لكنها مع هذا ليست دائمًا واضحة وتأخذ وقتًا طويلًا وتبطئ رتم اللعبة. عند مجابهة القاتل واختيار الحوار الخطأ تنتهي اللعبة عادة وترجع إلى جزئية حل الألغاز. تستطيع إنهاء هذه الجزئية فورًا وتخطي مرحلة النقاش، لكنها تأخذ وقتًا وكان ممكنًا إعطاء اللاعب خيار العودة لمواجهة القاتل مباشرة لتوفير الوقت.,4,False,SaudiGamer
Capcom Fighting Collection,12904,تشكيلة الألعاب ممتازة. صحيح أن نصفها جميع أجزاء Darkstalkers لكن هذا ما يميز الحزمة برأيي فهي سلسلة رائعة ألهمت الكثير من باقي ألعاب قتال كابكوم، وكل جزء يحتوي اختلافات لا بأس بها واثنان منهم نراهم خارج اليابان لأول مرة. كذلك هناك Hyper Street Fighter II وهي أفضل إصدار لذلك الجزء، لعبة الألغاز Puzzle Fighter الظريفة، لعبة القتال الكوميدية Gem Fighter، لعبة القتال بالآلات Cyberbots ولعبة Red Earth والتي بدورها سبب كبير آخر لاقتناء الحزمة. سلسلة Darkstalkers هي سلسلة قتال رعب مع شخصيات من عدة أساطير وتوجه فني مميز ورائع إلى يومنا هذا. التحكم شبيه بسلسلة Street Fighter لكن اللعب مختلف وكثير من الأفكار التي اعتدنا عليها في ألعاب القتال ابتدأت من هنا. Puzzle Fighter هي لعبة ألغاز شبيهة بلعبة Tetris لكنك دائمًا ضد خصم ويمثلكما نسخ طفولية من ألعاب فتال كابكوم. ظرافة اللعبة وتنفيذ الشخصيات لحركات قتال خلال لعبك هو ما يميزها. Gem Fighter هي لعبة قتال لكن الشخصيات مرسومة بشكل طفولي وظريف مثل Puzzle Fighter وهناك خيال مذهل في الحركات وتحريكها وتحصل على جواهر أثناء القتال تقويك. Cyberbots هي لعبة قتال تختار فيها الشخصية والآلة التي تمتطيها وتركز أكثر على الحركة في البعدين الرأسي والأفقي وهي لعبة مختلفة على الأقل عن منافساتها. Red Earth هي لعبة قتال كانت حصرية للآركيد وهي أشبه بلعبة مغامرات فتقاتل زعماء ضخمين وهناك خريطة للعالم وتتطور شخصيتك مثل لعبة RPG وتجمع كنوزًا أثناء القتال تقويك وحتى تحفظ تقدمك في نسختها الأصلية. للبعض هذه اللعبة بحد ذاتها تجعل الحزمة تستحق الاقتناء لندرتها سابقًا واختلاف لعبها عن باقي ألعاب قتال كابكوم. هناك خيارات كثيرة للرسوم من فلاتر وتغير أبعاد الصورة وهناك حتى القابلية إلى تبسيط التحكم بما يشبه نوعًا ما Street Fighter 6 القادمة وتغيير الصعوبة. أيضًا هناك القدرة على اللعب على نفس الجهاز أو عبر الشبكة لكل لعبة والتدريب أيضا وهذا شيء لم يكن متوفرًا في كل الألعاب في حزمة Street Fighter 30th Anniversary. أخيرًا تستطيع التبديل بين النسخة اليابانية والغربية لكل من الـ٧ ألعاب التي صدرت سابقًا للسوقين. كما تعودنا مع هذه الحزم فهناك صور فنية وصور لبوسترات وتصاميم أولية للشخصيات لكل جزء وموسيقى، وتضيف لها طابع المتحف في هذه الحزمة وإن كان بعضها كمحتوى إضافي.,6,True,SaudiGamer
Capcom Fighting Collection,12904,القدرة على الإعادة والتقديم قد لا تبدو مهمةً في لعبة قتال لكن التخزين خلال اللعب أراه مهمًا وهو موجود هنا، لكن لديك فقط ملف واحد مشترك لجميع الألعاب مما يعني أنك لا تستطيع حفظ تقدمك في لعبتين، مثلًا.,4,False,SaudiGamer
Mario Strikers: Battle League,12903,التوجه الفني جميل في اللعبة خاصة عند تنفيذ حركات Hyper Strike وكذلك تصميم القوائم وصور الشخصيات وكونها لعبة ماريو فكل شخصية لها طابعها الخاص الكوميدي. كذلك الرسوم خلال اللعب جذابة مع أداءً جيد. اللعب سريع وحماسي، فالكرة لا تخرج خارج الملعب، والعرقلات أقرب لحركات قتال وهناك أدوات مثل الصدفات الحمراء والخضراء لإيقاف هجوم الفريق أو اشغال دفاعهم عنك. كذلك حركات Hyper Strike إذا نفذتها بنجاح هي تسديدات سينمائية كوميدية تعطيك هدفين بدلًا من هدفٍ واحد. تستطيع أن تلعب على نفس الجهاز إلى ثمانية لاعبين يتكون كل فريق من أربعة لاعبين والحارس يتحكم به تلقائيًا وكذلك عن طريق الشبكة مع أداء مقبول خلال اللعب أونلاين. اللعب قد يبدو بسيط لكنه عميق فهناك بالإضافة إلى الرفع والمناولة والتسديد، سيكون لدينا أيضاً زري ركض وتفادي وكذلك لكل حركة ميزات خاصة متقدمة مثل التسديد فور الحصول على الكرة أو المناولة أمام اللاعب والمناولات الفورية المتتالية، وهذه تجعل اللعب سهل التعلم وصعب الاتقان. بالنسبة لمحتوى اللاعب الواحد فهناك عدة بطولات تركز كل منها على نوعية معينة من المنافسين مثل الذين يستحوذون على الكرة لفترة طويلة والذين يسددون كثيراً، كذلك هناك دوري أونلاين يستمر كل موسم أسبوع تسجل نفسك في فريق معين وتحسب انتصاراتكم كنقاط للفريق.,6,True,SaudiGamer
Mario Strikers: Battle League,12903,المحتوى قليل، فهناك فقط ١٠ شخصيات و ٥ ملاعب، ولا يوجد طور قصة مثل Mario Tennis. إذا لم تلعبها مع لاعبين آخرين فالمحتوى هزيل جدًا. اللعب أونلاين أحيانًا يعاني من أداء غير ثابت خاصة مع كثرة الأكشن على الشاشة.,4,False,SaudiGamer
Sonic Origins,13269,N/A,N/A,N/A,SaudiGamer
Teenage Mutant Ninja Turtles: Shredder's Revenge,13252,N/A,N/A,N/A,SaudiGamer
The Quarry,13226,رسوم اللعبة عمومًا جميلة مع تفاصيل عدة وبالذات وجوه الشخصيات والإضاءة الدرامية. الإخراج السينمائي أيضًا عمومًا جيد مع موسيقى مناسبة.,6,True,SaudiGamer
Lost Judgment: The Kaito Files,12956,جميع نقاط قوة الجزء الأساسية موجودة في هذه الاضافة، من رسوم مليئة بالتفاصيل وحوارات تخلط بين الجد وتحمل المسؤولية وبين الهزل والكوميديا إلى قتال سريع وزعماء أقوياء. نظام القتال يناسب الشخصية أكثر ويعتمد على القوة والتحمل بدلًا من السرعة. هناك طوران للقتال Tank و  Bruiser وهما أشبه بنمط قتال Kiryu بطل شخصية ياكوزا.  نظام قتال ممتع خاصة مع تطويره. شخصية Kaito والقصة وتسلسل الأحداث جذابة جدًا ومتقنة كما هو متوقع والسبب الرئيسي لاقتناء هذه الإضافة. العودة إلى عالم اللعبة بشخصية وقصة جدد يعطي شعور التجديد في حدود ما تعودت عليه وألفته. هناك تركيز أقل على التتبع وأكبر على تقفي الآثار وحتى الكنوز عن طريق النظر والسمع والشم وهي على أقل تقدير تغيير,6,True,SaudiGamer
Lost Judgment: The Kaito Files,12956,هناك أمور تجمعها وقدرات تطورها لكن لا توجد أي مهام جانبية وهي عادة تبين جوانب مختلفة للعالم عن الأساسية,4,False,SaudiGamer
Chrono Cross: The Radical Dreamers Edition,12976,نظام استكشاف العالم مبتكرٌ جدًأ ومختلف عند استكشاف العالم الموازي، وإنجاز بعض المهام وإحداث بعض التغييرات، يؤثر على العالم الآخر مما يجعل هذه اللعبة مميزه عن غيرها في جانب الاستكشاف.,6,True,SaudiGamer
Chrono Cross: The Radical Dreamers Edition,12976,تفاوت الإطارت وكأنك تلعب لعبة على إعدادات Native 4K فتلاحظها تنزل إلى ما دون 15 إطارًا وكأنها لعبة جيل بلايستيشن ون. ظهور اللعبة بهذا الشكل على الأجهزة الحالية شيء غير مقبول.,4,False,SaudiGamer
Tiny Tina's Wonderlands,12353,قصة ممتعة ومضحكة وتحسن كبير عن 3 Borderlands  فيما يخص الشخصيات والمهام الجانبية. الحوارات معظمها كوميدية مع الكثير من التلميحات لألعاب ومسلسلات معروفة. إضافة عناصر الفانتازيا لأسلوب Borderlands الفني نتج عنه عالم جميل. نظام تطوير الشخصية تم تحسينه عن الأجزاء الماضية. ستمكنك اللعبة من تطوير مهارات من فئات مختلفة، الأمر الذي سيعطيك خيارات عدة عند بناء شخصيتك. الطور التعاوني يقدم تجربة ممتعة بفضل الأسلحة الغريبة، الحوارات والحركات المضحكة والمهارات المتنوعة التي تقدمها اللعبة.,6,True,SaudiGamer
Tiny Tina's Wonderlands,12353,نمط أسلوب اللعب والمهمات يعانيان من التكرار الذي اشتهرت به السلسلة، ويمكن اختصارهما بثلاث خطوات: قاتل مجموعة عشوائية من الأعداء، التقط الغنيمة غير المفيدة وقم ببيعها للحصول على المال لشراء أسلحة جيدة أو إضافات التنقل بين القوائم لم يكن مريحًا بسبب كثرتها وطريقة عرضها. الـ Overworld لم يكن إضافة موفقة وكان مزعج في معظم الأحيان بسبب صعوبة تفادي المواجهات العشوائية التي تظهر فيه وتجبرك على خوض معارك مكررة.,4,False,SaudiGamer
Kirby and the Forgotten Land,12682,التحكم والكاميرا والحركة متقنة وهذه من أهم النقاط في لعبة منصات خاصة أن بعض الأمور شبه آلية مثل التصويب وزاوية التصوير، حيث أن التوفيق بين السهولة والدقة ليس أمرًا سهلًا ونجاح هذه اللعبة في ذلك من أهم نقاط كونها لعبة موجهة لجميع المستويات من اللاعبين. ما يميز السلسلة هو كون تحديها معقول للجميع فحتى على الصعوبة الأعلى هناك مساحة كثيرة للخطأ وتحدي اللعبة يأتي أكثر من إنهاء المراحل بدون أي خسارة أو مع انجاز جميع الأهداف في المرحلة، وهذا تم تحقيقه بجعل ضربات الأعداء والأذى من السقوط أو لمس النار طفيف لكن يتطلب الفشل إعادة المشهد البسيط، فلديك فرص عدة للتعلم من الخطأ. قدرة الشخصية على التحليق مؤقتًا أيضًا يجعلها لعبة غير قاسية. أهم قدرة وأكثر مصدر للمتعة هو سرقة قدرات الأعداء واستخدامها ضدهم ومن ثم تطويرها، ومن هذه القدرات قذف النار ونفث الثلج ومطرقة ضخمة وسيف أضخم وهي ممتعة حيث تشكل أيضًا حلولًا لألغاز اللعبة المختلفة. ظرافة ولطافة الشخصية والعالم وخاصة القدرات الجديدة التي تحولك لسيارة أو شراع أو سلم متنقل هي جزء كبير من جاذبية اللعبة وتساعدها المراحل المتنوعة والأعداء الظريفين وحركة شخصيتكم مع الموسيقى والأصوات تخلق تجربة تقطر لطافة. المحتوى غني فتستطيع إنهاء اللعبة لوحدك أو مع صديق، وهنالك عدة مراحل تحدي قصيرة تركز غالبها على الألغاز وكذلك قرية Waddle Dee تعج بالفعاليات مثل صيد السمك وتجهيز طلبات زبائن المطعم وساحة قتال وغيرها.,6,True,SaudiGamer
Kirby and the Forgotten Land,12682,الرسوم جيدة بالنسبة للجهاز وفنيًا متميزة لكنها تفتقد للنظافة والأداء سلس لكن منخفض مقارنة بلعبة مثل Super Mario Odyssey. في منتصف اللعبة أصابني بعض من الملل بسبب رتابة المرحلتين الوسطى لكن اللعبة سرعان ما عادت مثيرة مع بعض من الإضافات في المراحل اللاحقة. اللعبة عمومًا ذات إيقاع أبطأ مقارنة بألعاب أخرى.,4,False,SaudiGamer
Stranger of Paradise: Final Fantasy Origin,12854,N/A,N/A,N/A,SaudiGamer
Chocobo GP,12841,التحكم ممتع وهو شبيه بذلك في ماريو كارت، فتعتمد على الانزلاق drift لزيادة سرعتك وهناك أسلحة على المضمار لتستخدمها. المضامير مبنية على مناطق من سلسلة فاينل فانتسي مع موسيقاها، وهو أكبر سبب لاقتناء هذه اللعبة. هناك طور قصة يعلمك أساسيات اللعب ويفتح لك الشخصيات، وكذلك طور تنافسي لاعبين على نفس الجهاز أو عدة لاعبين على عدة أجهزة وعبر الشبكة. الطور المميز هنا هو طور ٦٤ لاعب عبر الشبكة، وهو مقسم على ٨ مجموعات من ٨ لاعبين ويتأهل الاربعة الأوائل وهكذا.,6,True,SaudiGamer
Chocobo GP,12841,المحتوى هزيل فهناك ٩ مضامير فقط والشخصيات تتطلب لعب طور القصة حتى تفتحها في باقي الأطوار.  كذلك متجر اللعبة ووجود نسخة مجانية يجعلها وكأنها موجه لاستغلال عشاق سلسلة فاينل فانتسي.,4,False,SaudiGamer
