game_name,app_id,review_text,user_score,voted_up,source,genres,price,review_text_original,word_count
Fast Fusion,18663,"The accuracy-raising method makes the game's image impure and noisy. The developer promises to update adds less accuracy but less lifting upscaling. Opening up new roads and vehicles requires money earned in the game, not just finishing races, which places an artificial barrier and the need for so-called framing (i.e. repeated racing to collect currency).",4.0,FALSE,SaudiGamer,Racing,,طريقة رفع الدقة تجعل صورة اللعبة غير نقية ومليئة بالضوضاء. المطور وعد بتحديث يضيف طور أقل دقة لكن خالٍ من الرفع upscaling. فتح الطرق والمركبات الجديدة يتطلب مالًا تكسبه باللعبة وليس فقط إنهاء السباقات مما يضع عائقًا اصطناعيًا والحاجة إلى ما يسمى التفريم (أي إعادة السباق مرارًا وتكرارًا لجمع العملة).,55
Fatal Fury: City of the Wolves,17789,"The game's graphics are beautiful and sharp, and it uses wide black lines around the characters to give them a cartoon character, while the backgrounds are full of life and exciting classical music. The game's look is an extension of the arcade game they started with King of Fighters 14 and perhaps at its best here. There are several cross-platform combat systems such as Rev, which has its own button and offers various options such as enhancing special moves and defense developed and linking moves to some similar to Drive in Street Fighter 6, super-moves called Gears, and tools to control the game's balance.",6.0,TRUE,SaudiGamer,Action,59.99,رسوم اللعبة جميلة وزاهية وتستخدم خطوط سوداء عريضة حول الشخصيات لتعطيها طابع كرتوني بينما الخلفيات تعج بالحياة والموسيقى الكلاسيكية حماسية. مظهر اللعبة امتداد للتوجه الدي بدأوه مع King of Fighters 14 وربما في أفضل حالاته هنا. هناك أنظمة قتال عدة متقاطعة مثل Rev والذي له زر خاص به و يعطي خيارات مختلفة مثل تعزيز الحركات الخاصة والدفاع المطور وربط الحركات ببعض وشبيه بنظام Drive في Street Fighter 6، والحركات الخارقة بأنواعها والمسماة Gears، وعدادات للتحكم بها تحفظ توازن اللعبة. نظام القتال حديث وممتع مع رتوش عليها بصمة المطور مثل حركة محدودة في البعد الثالث (lane change) ووثبات عدة ذات ارتفاعات مختلفة وتحديد منطقة في عداد الدم تسمى SPG تصبح أقوى عند الوصول إليها والبقاء فيها. هناك نظام تحكم مبسط شبيه بذلك في لعبة Street Fighter 6 حيث هناك زر للحركات الخاصة وزر أو إثنان للضربات المتواصلة combos آلية. نظام القتال سهل التعلم وصعب الاحتراف حيث أن سقف المهارة مرتفع في هذه اللعبة ورؤية ما سيفعله اللاعبون المحترفون محمس. كذلك التنوع في الشخصيات و طريقة قتالها جيد. هناك طوران للقصة كلاهما عبارة عن الكثير من القتال مع بعض من الحوارات البسيطة. الأول Arcade تقاتل مجموعة من الخصوم مع حوارات بالنهاية، لكن الثاني South Side City مقدم كمهام في لعبة تقمص أدوار وأطول قليلًا مع بعض الألعاب المصغرة وتطوير للشخصية.,104
Fatal Fury: City of the Wolves,17789,Develop a dry story and even practice is simple and does not include everything you want. you will spend most of your time in the game against another player either on the same device or over the network.,4.0,FALSE,SaudiGamer,Action,59.99,طور القصة جاف وحتى التدريب بسيط ولا يشمل كل ما تريده. ستمضي معظم وقتك باللعبة ضد لاعب آخر سواء على نفس الجهاز أو عبر الشبكة.,38
Fate/Samurai Remnant,15559,"The graphics were blurred due to the presence of black lines around the characters and effects, which made the image busy and uncomfortable for the eye.The development map had too much detail, which made the game's start very slow in terms of combat system, meaning that you need to allocate development points to increase the damage against monsters by 3 percent or after opening new moves in the map.There are elements of storytelling in the story that are bothersome and noticeable, and you will notice that after every crucial moment in the story, only hours of useless events follow but not the problem of increasing the game's length.",4.0,FALSE,SaudiGamer,"Action, RPG",39.99,الرسومات كانت غير واضحة بسبب وجود خطوط سوداء حول الشخصيات والمؤثرات مما جعل من الصورة مشغولة وليست مريحة للعين. خريطة التطوير فيها تفاصيل كثيرة أكثر من اللازم وهو ما جعل من بداية اللعبة بطيئة جداً من ناحية نظام القتال، يعني مثلا تحتاج لصرف نقاط التطوير لزيادة نسبة الضرر ضد الوحوش ٣ بالمئة أو بعد فتح الحركات الجديدة في الخريطة. توجد عناصر تمطيط في القصة بشكل مزعج وملحوظ فستلاحظ أن بعد كل لحظة حاسمة في القصة تلحقها بساعات من أحداث لا جدوى لها غير من زيادة طول اللعبة. تصاميم المراحل وهي مشكلة موجودة في أغلب ألعاب Omega Force، فكلها عبارة عن ممرات فارغة ولا تحمل أي تفاصيل بها وأصبح الأمر مزعج وأكثر ملاحظة بسبب طول اللعبة.,108
Fate/Samurai Remnant,15559,"The fighting system, despite its slow development and variety, has become very enjoyable after the first few hours of the game, and is considered a new experience for the Omega Force studio, whose games mostly focus on fighting a huge number of enemies. This time, the small number of enemies on the screen made the experience more polished and based on hitting, dodging, and fast hitting. I consider it a good fighting system for fans of RPG action games.",6.0,TRUE,SaudiGamer,"Action, RPG",39.99,نظام القتال رغم بطء تطوره وتنوعه إلا أنه أصبح ممتع جداً من بعد الساعات الأولى للعبة، ويعتبر تجربة جديدة لأستوديو Omega Force والذي أغلب ألعابه تركز على قتال عدد هائل من الأعداء فهذه المرة عدد الأعداء قليل في الشاشة مما جعل التجربة مصقولة ومرتكزة أكثر على الضرب والتفادي والضربات السريعة فأعتبره نظام قتال جيد لمحبين ألعاب الأكشن أر بي جي. تصميم الشخصيات وأزيائهم رائع، وأضاف لمسة خيالية لفترة ال Edo فسترى أن كل شخصية أزيائها مختلفة عن الأخرى وكل واحده تصميمها أفضل من الآخر، وكمعجب كبير للسلسة الأنمي وجدت أنها أفضل تصاميم شخصيات عرفتها أعمال Fate. الخيارات في الحوارات مصيرية وقد تغير الكثير من مجريات القصة والنهاية مما جعل من إعادة اللعبة ممتع لتجربة الخيارات الأخرى. للقطات السينمائية هي من أقوى نقاط اللعبة، فطريقة تحريك وتعابير الشخصيات مصقولة جداً وتشد انتباهك وكأنك تشاهد مسلسل أنمي. الأداء الصوتي يضاهي أنميات Fate بالجودة وإيصال مشاعر الشخصيات للاعب، والفضل يعود لوجود مؤديين الأصوات الأصليين في هذا العمل. تحريك وسينمائية الضربات القاضية أو المعروفة هنا بال Noble Phantasm رهيبة لكل servant. آخر أجزاء القصة مليئة بالمشاعر والأحداث الملحمية وكانت هي أفضل نقطة في اللعبة بأكملها.,79
FBC: Firebreak,18457,"The game isn't always a clear reaction to it and it gets hurt a lot without a clear cause whether it's an error when entering the operating commands, the presence of a fire, or covering your body with yellow papers, or maybe it's a technical error, but once I got a burn with a colleague that went on for a long time even after we repeatedly treated ourselves.",4.0,FALSE,SaudiGamer,"Shooter, Action",39.99,اللعبة ليست دائمة واضحة بردات فعلها فتتعرض للأذى كثيرًا بدون أن يكون السبب واضحًا سواء كان خطأ عند إدخال أوامر التشغيل أو وجود نار أو تغطية جسمك بالأوراق الصفراء، وربما كان خطأ تقني لكن مرة أصبت مع زميلي باحتراق استمر لفترة طويلة حتى بعد علاج أنفسنا مرارًا وتكرارًا.,68
FBC: Firebreak,18457,"The fact that the game is set in the world of Control means that it borrows a lot of characteristics from it such as the design of offices, decorations, posters, enemies, even the way the name of the task is displayed, and even the history of the world and some black comedies. Technically, it is also good on the PlayStation 5 Pro. There are 5 different types of missions ranging from repairing air conditioners or power generators to pushing a vehicle to the target after loading it with power crystals and burning cold bodies and finally destroying deadly yellow stickers that can accumulate in the shape of a human and attack you! While your various tasks interfere with your path from enemies to adding the game, there are currently 3 different types of missions available for each type of game, and there are also 3 different types of missions available for each type of game, and there are also 3 types of missions that can be developed, and there are also 3 types of missions, such as L1 and L1 that can be executed with the most difficult weapons and can be executed with the most difficult weaponry.",6.0,TRUE,SaudiGamer,"Shooter, Action",39.99,كون اللعبة تقع في عالم Control يعني أنها تستعير منها الكثير من العناصر المميزة مثل تصميم المكاتب والديكور والملصقات والأعداء وحتى طريقة عرض اسم المهمة وحتى تاريخ العالم وبعض الكوميديا السوداء. تقنيًا هي أيضًا جيدة على البلايستيشن 5 برو. هناك 5 أنواع مهمات مختلفة تتراوح بين إصلاح مراوح تهوية أو مولدات كهرباء وبين دفع عربة للهدف بعد تحميلها ببلورات طاقة و حرق أجسام باردة وأخيرًا تدمير أوراق لاصقة صفراء قاتلة تستطيع التجمع على شكل إنسان ومهاجمتك! أثناء إنهائكم لهذه المهام يعترض طريقكم الكثير من الأعداء لإضافة التحدي. حاليًا هناك 3 مراحل لكل نوع من المهام و3 مستويات صعوبة، والمرحلة الثالثة في كل نوع مميزة وتستطيع إضافة الفوضى (Corruption) لها مثل تسريع الأعداء. هناك عدة أسلحة تقتنيها وتطورها وأيضًا سلاح يدوي واحد من بين ثلاثة يساعدك بالمهام ويصب في كون وظيفتك الصيانة وهي مفتاح براغي وخرطوم مياه ونافت للكهرباء وتطورها أيضًا. كذلك هناك مهارات تفتحها وتثبتها مثل ركض أسرع أو استفادة أكبر من شلالات المياة لتعبئة دمك، وهي دافع لك لتجربة توليفات مختلفة ولإعادة اللعب. إصلاح وتشغيل الآلات والأجهزة مقدم بشكل كوميدي فتستطيع ضربها بالمفتاح إن وجد أو بإدخال سلسلة من أزرار R1 و L1 بشكل سريع شبيهة نوعًا ما بلعبة Helldivers II.,198
FIFA 17,2836,"EA has tried to evolve in FIFA 17 and has succeeded in some ways and failed in others. It has given some of the game's distinct styles a new feel and meaning as the story unfolds, providing improved graphics thanks to the Frostbite engine, but has failed to make the gaming experience feel more realistically enhanced.",7.0,Neutral,IGN,Sports,,"حاولت EA ان تطور في لعبة FIFA 17 وقد نجحت في بعض النواحي وفشلت في البعض الأخر فقد اعطت لبعض الأطوار المتفرقه في اللعبة حس ومعنى جديد مع تكوين طور القصة, تقديم رسومات محسنة بفضل محرك Frostbite  ولكن فشلت في جعل تجربة اللعب ذو حس واقعي بشكل متحسن",56
FIFA 17,2836,"Improvements and changes to the way your own player improves as Pro Clubs, so instead of the old system, which relies on certain tasks, the player gets points by which he can improve what he wants from his abilities. The new method is supposed to solve the problem of individuality that we saw in the previous parts of the changes with good fixed balls, so instead of the old impractical form, the player can now change the payback mode allowing him to open new angles, or choose the place to go the ball more accurately than before.",6.0,TRUE,SaudiGamer,Sports,,تحسينات وتغييرات على طريقة تحسين لاعبك الخاص بطور Pro Clubs، فبدلا من النظام القديم المعتمد على مهام معينة، اصبح اللاعب يحصل على نقاط يستطيع من خلالها تحسين مايريد من قدراته. الطريقة الجديدة من المفترض انها تحل مشكلة الفردية اللتي كنها نراها بالاجزاء السابقة التغييرات بالكرات الثابتة جيدة، فبدل الشكل القديم الغير عملي، اصبح باستطاعة اللاعب الآن تغيير وضعية التسديد مما يسمح له بفتح زوايا جديدة، او اختيار مكان ذهاب الكرة بشكل ادق من السابق. اضافة جديدة ممتازة لعشاق الألتميت تيم (FUT)، تستطيع الآن تحميل فريقك الخاص واللعب مع صديقك من نفس الجهاز. اضافة الابطال (FUT Champions) والتي من خلالها تلعب مباريات يومية للتأهل لبطولة نهاية الاسبوع، وعدد انتصاراتك يحدد مركزك بالعالم، وبالطبع تحصل على جوائز اضافية,97
FIFA 18,4501,"FIFA 18 follows its predecessor's path in terms of offering the same content with simple improvements such as first-person shooter modes, faster style of play, more varied attack, a more visually and visually stunning sound level, and the ability to earn prizes of value as a FUT by playing individually for the first time, but on the other hand, there is no noticeable change in Career Mode and Pro Clubs, not to mention the exceptional performance of the guards and the difficulty of controlling the defensive line completely.",8.0,Neutral,IGN,Sports,,تسير FIFA 18 على درب سابقتها من حيث تقديم نفس المحتوى مع تحسينات بسيطة كأنماط لعب تظهر لأول مرة وأسلوب لعب أسرع وهجوم أكثر تنوع ومستوى بصري وصوتي مبهر والقدرة على الحصول على جوائز ذات قيمة في طور FUT من خلال اللعب بشكل فردي لأول مرة، ولكن على الجانب الأخر لا يوجد أي تغيير ملحوظ في Career Mode وPro Clubs ناهيك عن أداء الحراس المتفاوت وصعوبة السيطرة على خط الدفاع بشكل كامل.,88
FIFA 19,6214,"I don't mind losing easy chances because of my failure to balance the shot, but they should be logical based on the player's position at the time and place of the shot. There is no concrete addition to the development of Pro Clubs, although one is the most popular and most enjoyable in the game.",4.0,FALSE,SaudiGamer,"Simulation, Sports",,ميزة ”التسديد المؤقت“ ممتازة كفكرة، حيث يفترض أن تكافئ من يتقنها ولن تكون سهلة الإتقان للكل، ولكن المشكلة أنه في حال إخفاقك بموازنتها فالتسديدة تصبح غير منطقية أبدا ولا يمكن أن تحدث في كرة القدم. لا أمانع ضياع فرص سهلة بسبب إخفاقي بموازنة التسديدة، ولكن يجب أن تكون منطقية بناء على وضعية اللاعب وقت التسديد ومكانه. لا توجد أي إضافة ملموسة لطور Pro Clubs بالرغم من أنه أحد أكثر الأطوار شعبية باللعبة ومن أكثرها متعة. طور المهنة أيضا لم يحصل على تطويرات مهمة، لا زال البحث عن اللاعبين الشباب وتطوريهم غير عملي وغير مقنع، والمشكلة أن هذه النقطة تعتبر أهم جزئية برأيي بهذا الطور، حيث أنه قائم على البحث واكتشاف الشباب وتطويرهم. أخطاء تقنية غريبة، أحيانا بمجرد لمس اللاعب للكرة لاستلامها تذهب بعيدا كأنها تسديدة أو تمريرات أقوى من المتوقع. وطبعا كما جرت العادة بالأجزاء الماضية الحراس لا زالوا أحيانا يتوقفون عن الاستجابة، ولكن هذا نادرًا ما حصل معي.,55
FIFA 19,6214,In addition to buying the rights to the European Champions League and the fantastic atmosphere simulation of the tournament. It is nice that there is an option to play an atmospheric game and present the final of the championship. The addition of many character moves (Animations) in addition to the &#8220;first touch&#8221; feature has contributed to making the gameplay more smooth. As well as the purchase of the European Champions League rights and the fantastic atmosphere simulation of the tournament. It is nice that there is an option to play an atmospheric game and present the final of the championship. The addition of many character moves (Animations) in addition to the &#8220;first touch&#8221; feature has contributed to making the gameplay more smooth. In addition to the purchase of the European Champions League rights and the fantastic atmosphere simulation of the tournament.,6.0,TRUE,SaudiGamer,"Simulation, Sports",,تحسينات على الأجواء العامة للعبة. الجماهير أصبحت تتفاعل بشكل أكبر والرسومات تحسنت بشكل عام، وخصوصا أشكال اللاعبين. بالإضافة لشراء حقوق دوري الأبطال الأوروبي ومحاكاة الأجواء الرائعة للبطولة. الجميل أنه يوجد خيار للعب مباراة عادية بأجواء وتقديم نهائي الأبطال. إضافة الكثير من حركات الشخصيات (Animations) بالإضافة لميزة &#8220;اللمسة الأولى&#8221; ساهمت بجعل اللعب أكثر سلاسة بشكل ملحوظ. تمريرات الكعب أصبحت عملية بشكل أكبر حيث يستطيع اللاعب الماهر التمرير بوضعيات متعددة، وأيضا التعامل مع الكرة لحظة الاستلام أو قبل وصولها للأرض أصبح أكثر واقعية وعملية، في السابق كان اللاعب غالبًا ينتظر الكرة تصل للأرض حتى يمرر أو يراوغ. إضافة إحصائيات مفصلة لـ&#8221;ركلة البداية&#8221; تشمل عدد الكروت والتسديدات والأخطاء المرتكبة، حتى أن اللعبة توضح كل شخص أو فريق يفضل الهجوم من أي جهة بالملعب، حيث تظهر نسبة الهجمات من العمق والأطراف. إحصائيات مثل هذه تضيف المزيد من المتعة والنقاشات بين الأصدقاء والتي برأيي تعد من أهم الأمور بألعاب الرياضة. الجميل أيضا هو أن كل لاعب يستطيع ربط حسابه داخل اللعبة بحسابه الشخصي بشبكة بلايستيشن أو اكسبوكس وبالتالي كل الإحصائيات يفترض أن تنتقل وتسجل في كل مكان. إضافة أطوار أو خيارات (House Rules) أحب أن أسميها ”ترفيهية“. على سبيل المثال طور Survival، وفكرته أنك بمجرد أن تسجل هدفًا سيقوم الحكم بطرد لاعب عشوائيا. أو في (Long Range) تغيير آلية احتساب الأهداف وجعل التسديدات البعيدة تساوي هدفين، وغيرها من الخيارات. بالتأكيد ليست أطوارًا ستلعب دائمًا، ولكن وجودها لكسر الروتين يعتبر شيئًا ممتاز جدا. كما هو معروف بالأجزاء السابقة يستطيع اللاعب أثناء المباراة أن يبدل بين التكتيكات ويختار إما ”هجوم ساحق“، ”هجوم“ أو ”معتدل“. المشكلة كانت أن ما يحصل عند اختيار هذه التكتيكات دائما ثابت وليس عملي بالضرورة. الآن بهذا الجزء أصبح اللاعب يستطيع أن يتحكم بتفاصيل كل خيار من هذه الخيارات، ويستطيع أن يختار خطة معينة لكل تكتيك. على سبيل المثال تستطيع وضع خطة 4-2-4 للهجوم الساحق و 5-4-1 للدفاع، وتتبدل الخطة ومراكز اللاعبين مباشرة ومن دون الحاجة لإيقاف اللعب. أيضا تستطيع التحكم بالضغط وطريقة بناء الهجمة وكل شيء تقريبا لكل تكتيك.,141
FIFA 20,7399,"Also, elements of the Pro Clubs style were used to develop certain characteristics for players, and elements of the Ultimate Team such as playing cards and player coordination, making them a fun progression system that gives an incentive to complete the story and play against other players.",6.0,TRUE,SaudiGamer,Sports,4.99,لعل إضافة Volta (كرة قدم الشوارع) هي أبرز إضافات هذا الجزء، طريقة اللعب نفسها تعطي تجربة مختلفة، وملاعب متعددة بأحجام مختلفة. أيضا تم استخدام عناصر من نمط الفرق المحترفة (Pro Clubs) مثل طريقة تقسيم النقاط لتطوير خصائص معينة للاعبين، وعناصر من Ultimate Team مثل البطاقات والتناغم بين اللاعبين، وصنع منها نظام تقدم ممتع يعطي دافع لإكمال طور القصة واللعب ضد اللاعبين الآخرين. إمكانية تخصيص إضافية للتحكم تجعل اللاعب مسيطر أكثر على تفاصيل أكثر. مثلا الآن عند تغيير المؤشر من لاعب لآخر عن طريق عصا التحكم، يمكن جعل التغيير بناء على موقع الكرة، أو بناء على مكان اللاعب الذي تتحكم به حاليا. في كل جزء من اللعبة يتم إضافة بعض الحركات الجديدة (Animation)، ودائما تضيف للعبة سواء من ناحية التحكم أو من ناحية جعل حركة اللاعب طبيعية وتحاكي الواقع. التغيير بالركلات الحرة لم يكن متقن بالتأكيد، ولكنه أفضل من نسخة الأجزاء الماضية، حيث كانت الطريقة واحدة وثابتة تقريبا، وسهلة التنفيذ دائما لكل اللاعبين. الآن يحتاج اللاعب لدقة التنفيذ، فموازنة المؤشر لن تكون سهلة للكل. بالتأكيد التغيير ليس مثالي، ولكن أفضل من السابق.,47
FIFA 20,7399,"Even after the last update, the problem is still ongoing. Despite some general improvements as a profession, the way in which non-professional players are explored remains the same, and the same problems with the past sections. As well as technical problems that make the teams' access to the tournament be delayed. Also, the professional teams have not received new updates from the experience, although even one of the most powerful and innovative players in the game is a non-professional player.",4.0,FALSE,SaudiGamer,Sports,4.99,لايمكن التنبؤ بما سيفعله الحراس، أخطاء غريبة بالتعامل مع العرضيات أو مع الكرات العالية، وأحيانا بالخروج من المرمى. يوجد خلل تقني يؤخر الاستجابة أثناء القيام بالمهارات، وفي بعض الأحيان لا يتم تسجيل الأمر إطلاقا. حتى بعد آخر تحديث لا زالت المشكلة مستمرة. بالرغم من بعض التحسينات العامة بطور المهنة، إلا أن طريقة استكشاف اللاعبين الغير عملية لازالت نفسها، وبنفس مشاكل الأجزاء الماضية. فضلا عن مشاكل تقنية تجعل من الفرق المرشحة للبطولة تحصل على مراكز متأخرة. أيضا طور الفرق المحترفة لم يحصل على إضافات جديدة تجدد من التجربة بالرغم من أنه أحد أكثر الأطوار القابلة للتجديد والتي تحتاج له. فيزيائية الكرة الجديدة غير منطقية، تحديدا بالركلات الحرة دائما ما تكون الكرة عالية وتنزل بشكل مفاجئ غير واقعي. لا يمكن لعب طور القصة بـ Volta (كرة قدم الشوارع) دون الاتصال بالإنترنت. أيضا لا يمكن اللعب مع أحد اصدقائك عبر الشبكة، اللعب مقتصر ضد خصوم عشوائيين حتى كتابة هذا التقييم.,80
FIFA 21,9817,"Perhaps the style of play in general has not changed much from its predecessor, but some aspects have been added that have helped to give the player more freedom and creativity in the style of play. The passing and movement feature that gives you the ability to control the player's direction after passing the ball helps give you more control in building the attack, as you can send the player to a particular direction either to improve the opponent's defense or to create an opportunity to score, which may take time to master and take advantage of, but when used correctly you will notice how much of it is.",6.0,TRUE,SaudiGamer,Sports,,لعل أسلوب اللعب بشكل عام لم يتغير كثيراً عن سابقه، لكن تم إضافة بعض الجوانب التي ساعدت في إعطاء اللاعب المزيد من الحرية والإبداع في أسلوب اللعب. خاصية التمرير والتحرك التي تعطيك إمكانية التحكم باتجاه اللاعب بعد تمريره للكرة تساعد في إعطاءك تحكم اكثر في بناء الهجمة، حيث بإمكانك إرسال اللاعب لاتجاه معين إما لتشتيت دفاع الخصم أو لخلق فرصة للتسجيل، قد تحتاج وقت لاتقان هذه الحركة والاستفادة منها لكن عند استخدامها بشكل صحيح ستلاحظ مدى فائدتها. المهارات الخفيفة هي الأخرى من الإضافات التي استخدمتها كثيراً والتي تتيح لك القيام ببعض المهارات السريعة بالمساحات الضيقة لمحاولة مراوغة المدافع، مفيدة جداً للمراوغة داخل منطقة الجزاء عند وجود تكتل دفاعي. تحسن كبير في تمركز اللاعبين الذين يتحكم بهم الكمبيوتر في فريقك، ستجدهم يحاولون دائماً التوجه للمكان الصحيح عند بناء الهجمة بشكل يساعدك بالتمرير لهم أو يشتت المدافعين عنك. كما ستجد أن اللاعب يحاول دائماً الابتعاد عن مواقف التسلل، الحقيقة خلال لعب الكثير من المباريات لم أواجه الكثير من حالات التسلل. التمرير من أكثر الأمور المزعجة في الجزء الماضي، وهو أمر تحسن كثيراً بهذا الجزء. ستجد أن هنالك سلاسة ودقة أكثر في التمرير، غالباً ما تذهب الكرة بالاتجاه وللاعب الذي تريده، التمريرات السريعة والقصيرة ممتعة جداً عند بناء هجمة مرتدة سريعة. عند اللعب على مستوى صعوبة Legendary أو Ultimate يمكن تفعيل خيار يجعل أسلوب لعب الكمبيوتر مشابه بشكل كبير لأسلوب لعب خصم حقيقي، الصعوبة مبنية على أسلوب لعب مجموعة من أفضل لاعبين السلسلة. ستجد أن الكمبيوتر أصبح أكثر ذكاء، سيقوم بالعديد من الحركات المهارية ويصبح من الصعب تنبؤ حركاته. هذا الأمر جعل اللعب ضد الكمبيوتر أكثر متعة. تحسينات مرحب بها في نمط المهنة لعل أهمها إمكانية جعل الكمبيوتر يلعب المباراة مع إمكانية متابعة أحداثها عن طريق شاشة تفاعلية تتيح لك إجراء التبديلات ومتابعة الإحصائيات وحتى الدخول في أي لحظة لإكمال المباراة. تحسين إدارة وتطوير اللاعبين بالفريق، حيث بالإمكان الآن تطوير اللاعب وتدريبه من أجل تغيير مركزه بالتشكيلة وحتى عمل برنامج تدريبي للاعبين المتقدمين بالعمر للمحافظة على مستواهم بدلا من تدنيه، إمكانية التحكم بالجدول وتحديد أيام التدريب والراحة وتحسين في الانتقالات كإمكانية استعارة لاعب مع خيار الشراء النهائي. صحيح أنها تحسينات بسيطة لكنها ساعدت في تحسين هذا النمط. نمط Volta الذي تم إضافته بجزء العام الماضي حصل على بعض التحسينات المهمة، حيث أصبح بالإمكان الآن اللعب ضد الأصدقاء عبر الشبكة بشكل تنافسي أو تعاوني، كما تم إضافة نمط قصة تعليمي ونمط Volta Battles  الذي يتيح إمكانية اللعب عبر الشبكة حتى مع 3 من أصدقاؤك أو مع أشخاص آخرين وبناء فريق وتخصيصه والارتقاء عبر مستويات مختلفة للحصول على جوائز. لعل أهم إضافة والتي حسنت من أسلوب لعب هذا النمط هي المهارات البسيطة والتي تتيح لك القيام بمهارات سريعة بعيدا عن المهارات الأخرى المعقدة، هذه الإضافة جعلت من Volta  ممتعة أكثر لمن لا يتقن كثيراً القيام بالمهارات.,109
FIFA 21,9817,A very similar version of last year's version. The gameplay hasn't had many changes. No changes are mentioned on the graphics. The Pro Clubs version is still neglected. The Ultimate Team version is impressed with the paid digital transactions Microtransactions. The Volta version requires more work to attract players. There is no story development after the end of Alex Hunter's story in version 19.,4.0,FALSE,ArabHardware,Sports,,نُسخة متطابقة بشكل كبير من نسخة العام الماضي. أسلوب اللعب لم يحصل على كثير من التغييرات. لا يوجد أي تغيير يُذكر على الرسوميات. طور الـ Pro Clubs مازال مُهمل. طور الألتميت تيم يُعج بالمعاملات الرقمية المدفوعة Microtransactions. طور الـ Volta يُحتاج لمزيد من العمل لكي يجذب اللاعبين. لا وجود لطور القصة بعد إنتهاء قصة أليكس هانتر في نسخة 19. دعم اللعب المُشترك عبر المنصات Cross Play مازال مفقود. اللعبة لا تستحق مبلغ 60 دولار.,64
FIFA 21,9817,"The level of the guards in the game is still unpredictable, sometimes you find that the goalkeeper can kick any ball and sometimes behaves strangely towards some balls that seem simple. The kick in the game feels overly strong, a lot of kick from outside the penalty area ends up in the net, the kick from the corner of the guards inside the penalty area also often results in goals even when hitting players who do not have the kick power. I noticed a difference in the game's judging intelligence, some interventions that seem too strong even when reviewing and finding that the intervention was never on the ball was not counted as breaches, and sometimes some soft touches undermined as breaches.",4.0,FALSE,SaudiGamer,Sports,,لا زال لا يمكن التنبؤ بمستوى الحراس في اللعبة، في بعض الأحيان تجد أن الحارس بإمكانه صد أي كرة وبأحيان أخرى يتصرف بشكل غريب تجاه بعض الكرات التي تبدو بسيطة. التسديد باللعبة تشعر أنه قوي بشكل مفرط، الكثير من التسديدات من خارج منطقة الجزاء ينتهي بها الامر بالشباك، التسديد من زوايا الحراس داخل منطقة الجزاء أيضاً غالبا ما ينتج عنه أهداف حتى عند التسديد بلاعبين لا يتمتعون بقوة تسديد. لاحظت تفاوت في ذكاء التحكيم باللعبة، بعض التدخلات التي تبدو قوية جداً وحتى عند مراجعة الإعادة تجد أن التدخل لم يكن على الكرة أبداً لا يتم احتسابها كمخالفات، وأحيانا بعض اللمسات الخفيفة تحتسب كمخالفات. لازلت أرى أن أسلوب الركلات الحرة التي تم تقديمها العام الماضي غير عملي كثيراً ويحتاج للمزيد من التحسين والتطوير.,122
FIFA 21,9817,Adding the collaborative CO-OP mode to the Ultimate Team. The ability to customize your own pitch is a good addition. Changes to Career Mode and fixing the difficulty problem. Game lists and presentation with sounds are still the best feature of the series. Agile Dribbling has been useful at times.,6.0,TRUE,ArabHardware,Sports,,إضافة الطور التعاوني CO-OP في طور الألتميت تيم. إمكانية تخصيص الملعب الخاص بك هي إضافة جيدة. تغييرات طور المهنة Career Mode وتصليح مشكلة الصعوبة. قوائم اللعبة وتقديمها مع الصوتيات مازال أفضل شئ يُميز السلسلة. الـ Agile Dribbling كان مُفيد في بعض الأوقات.,50
FIFA 22,11684,"FIFA 22 took advantage of the new generation's capabilities in a distinctive way and offered players a different level of soccer games that were more flexible, accurate and realistic, with a slower pace of play and moving charges that eliminated most of the illogical situations that the series has long endured in recent years, as well as more realistic moves and decisions made by players on the pitch and characteristics that distinguish each peer and goalkeeper are worthy of this description for the first time, but it still suffers from frequent errors such as the excessive force of some pushes and interceptions of the ball, the absence of radical changes to any form of play, and a return to the player's worst-case image in a way that allows the players to be able to push the ball forward more effectively, but as long as they are able to compete, they will need to be able to improve their performance.",7.0,Neutral,IGN,Sports,,استغلت FIFA 22 قدرات الجيل الجديد بشكل مميز وقدمت للاعبين مستوى مختلف لألعاب كرة القدم أكثر مرونة ودقة وواقعية مع وتيرة لعب أبطأ ورسوم متحركة قضت على غالبية المواقف غير المنطقية التي لطالما عانت منها السلسلة في السنوات الأخيرة، فضلًا عن تحركات وقرارات أكثر واقعية للاعبين داخل أرضية الملعب وسمات تميز كل لاعب عن نظيره وحراس مرمى يستحقون هذا الوصف لأول مرة، لكنها لا تزال تعاني من أخطاء متكررة مثل القوة المبالغ فيها لبعض التسديدات والاعتراض التلقائي للكرة، وغياب التغييرات الجذرية عن أي طور لعب، وعودة طور Ultimate في أسوأ صورة له مع دفع اللاعب نحو أنظمة المشتريات بشكل فج ليكون قادرًا على المنافسة أو الاستمرار في اللعب لساعات طويلة بشكل متواصل، ولحسن الحظ قدمت تقنية Hypermotion تغييرات ضخمة لطالما كانت مطلب جماهيري، ولكنها تحتاج للمزيد من الصقل والتحسينات لتصل إلى المثالية.,159
